전용면적(㎡),보증금(만원),월세금(만원),건축년도,도로명,주택유형,lat,lon,cluster_label,학교까지도보시간(분),도보거리(m),대중교통시간(분),convenience_store_count,convenience_store_min_distance,subway_count,subway_min_distance,bank_count,bank_min_distance,hospital_count,hospital_min_distance,pharmacy_count,pharmacy_min_distance,school_count,school_min_distance,cafe_count,cafe_min_distance,restaurant_count,restaurant_min_distance,mart_count,mart_min_distance,parking_count,parking_min_distance,cluster,cluster_clean,cluster_name,전월세환산값,향,cctv_300m,lamp_300m,cctv_500m,lamp_500m,cctv_1000m,lamp_1000m,bus_count,nearby_bus_count(100m),nearby_bus_count(200m)
19.7272,15600.0,0.0,2020.0,서그내로53번길 24,연립다세대,37.241556,127.0715486,13,17,2195,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,12.0,2.0,서그내로53번길 31,15600.0,Unknown,11,23,31,64,111,103,15.0,0,4
19.7272,15600.0,0.0,2020.0,서그내로53번길 24,연립다세대,37.241556,127.0715486,13,17,2195,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,12.0,2.0,서그내로53번길 31,15600.0,Unknown,11,23,31,64,111,103,15.0,0,4
38.98,17680.0,0.0,2020.0,서그내로53번길 29,연립다세대,37.24114946,127.0709065,11,19,2195,20,1,106,0,,0,,0,,0,,0,,1,148,3,70.0,0,,0.0,,12.0,2.0,서그내로53번길 31,17680.0,Unknown,11,23,31,64,111,103,15.0,1,4
19.7272,15600.0,0.0,2020.0,서그내로53번길 24,연립다세대,37.241556,127.0715486,13,17,2195,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,12.0,2.0,서그내로53번길 31,15600.0,Unknown,11,23,31,64,111,103,15.0,0,4
22.06,10400.0,0.0,2014.0,서그내로 30,연립다세대,37.24457167,127.0738645,3,14,1704,13,2,54,0,,0,,0,,0,,1,189.0,3,65,7,39.0,0,,0.0,,14.0,4.0,서그내로 30,10400.0,동향,14,45,37,82,133,102,12.0,1,4
38.59,13520.0,0.0,2014.0,서그내로53번길 11-1,연립다세대,37.24174866,127.0727274,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,13520.0,Unknown,11,44,30,80,112,103,12.0,0,2
25.01,18720.0,0.0,2020.0,서그내로 59,연립다세대,37.24224665,127.0726211,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,18720.0,Unknown,11,44,30,80,112,103,12.0,0,3
20.705,1040.0,55.12,2014.0,서그내로 30,연립다세대,37.24457167,127.0738645,3,14,1704,13,2,54,0,,0,,0,,0,,1,189.0,3,65,7,39.0,0,,0.0,,14.0,4.0,서그내로 30,2042.181818181818,동향,14,45,37,82,133,102,12.0,1,4
13.2,312.0,34.32,2012.0,서그내로16번길 27,연립다세대,37.245079,127.0705474,13,17,1632,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,37.0,27.0,서그내로16번길 27,936.0,동향,10,21,39,75,137,101,16.0,0,0
18.8,12480.0,0.0,2020.0,서그내로 59,연립다세대,37.24224665,127.0726211,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,12480.0,Unknown,11,44,30,80,112,103,12.0,0,3
38.66,5200.0,88.4,2022.0,서그내로62번길 23,연립다세대,37.24221939,127.0699161,11,19,2012,20,1,106,0,,0,,0,,0,,0,,1,148,3,70.0,0,,0.0,,16.0,6.0,서그내로62번길 23,6807.272727272728,Unknown,12,33,33,65,125,101,11.0,0,0
19.08,3120.0,78.0,2022.0,서그내로62번길 23,연립다세대,37.24221939,127.0699161,11,19,2012,20,1,106,0,,0,,0,,0,,0,,1,148,3,70.0,0,,0.0,,16.0,6.0,서그내로62번길 23,4538.181818181818,Unknown,12,33,33,65,125,101,11.0,0,0
19.08,3120.0,78.0,2022.0,서그내로62번길 23,연립다세대,37.24221939,127.0699161,11,19,2012,20,1,106,0,,0,,0,,0,,0,,1,148,3,70.0,0,,0.0,,16.0,6.0,서그내로62번길 23,4538.181818181818,Unknown,12,33,33,65,125,101,11.0,0,0
17.54,2080.0,69.68,2022.0,서그내로62번길 23,연립다세대,37.24221939,127.0699161,11,19,2012,20,1,106,0,,0,,0,,0,,0,,1,148,3,70.0,0,,0.0,,16.0,6.0,서그내로62번길 23,3346.909090909091,Unknown,12,33,33,65,125,101,11.0,0,0
19.08,2080.0,65.52,2022.0,서그내로62번길 23,연립다세대,37.24221939,127.0699161,11,19,2012,20,1,106,0,,0,,0,,0,,0,,1,148,3,70.0,0,,0.0,,16.0,6.0,서그내로62번길 23,3271.272727272727,Unknown,12,33,33,65,125,101,11.0,0,0
19.08,5200.0,52.0,2022.0,서그내로62번길 23,연립다세대,37.24221939,127.0699161,11,19,2012,20,1,106,0,,0,,0,,0,,0,,1,148,3,70.0,0,,0.0,,16.0,6.0,서그내로62번길 23,6145.454545454546,Unknown,12,33,33,65,125,101,11.0,0,0
19.08,15600.0,0.0,2022.0,서그내로62번길 23,연립다세대,37.24221939,127.0699161,11,19,2012,20,1,106,0,,0,,0,,0,,0,,1,148,3,70.0,0,,0.0,,16.0,6.0,서그내로62번길 23,15600.0,Unknown,12,33,33,65,125,101,11.0,0,0
19.08,15600.0,0.0,2022.0,서그내로62번길 23,연립다세대,37.24221939,127.0699161,11,19,2012,20,1,106,0,,0,,0,,0,,0,,1,148,3,70.0,0,,0.0,,16.0,6.0,서그내로62번길 23,15600.0,Unknown,12,33,33,65,125,101,11.0,0,0
16.03,1040.0,46.8,2013.0,서그내로 46-2,연립다세대,37.24336243,127.0737232,3,14,1661,13,2,54,0,,0,,0,,0,,1,189.0,3,65,7,39.0,0,,0.0,,10.0,0.0,서그내로 43,1890.909090909091,서향,11,44,27,85,113,103,13.0,2,2
20.705,1040.0,57.2,2014.0,서그내로 30,연립다세대,37.24457167,127.0738645,3,14,1704,13,2,54,0,,0,,0,,0,,1,189.0,3,65,7,39.0,0,,0.0,,14.0,4.0,서그내로 30,2080.0,동향,14,45,37,82,133,102,12.0,1,4
17.54,5200.0,52.0,2022.0,서그내로62번길 23,연립다세대,37.24221939,127.0699161,11,19,2012,20,1,106,0,,0,,0,,0,,0,,1,148,3,70.0,0,,0.0,,16.0,6.0,서그내로62번길 23,6145.454545454546,Unknown,12,33,33,65,125,101,11.0,0,0
19.7272,10400.0,31.2,2020.0,서그내로53번길 24,연립다세대,37.241556,127.0715486,13,17,2195,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,12.0,2.0,서그내로53번길 31,10967.272727272728,Unknown,11,23,31,64,111,103,15.0,0,4
17.95,2080.0,72.8,2022.0,서그내로62번길 23,연립다세대,37.24221939,127.0699161,11,19,2012,20,1,106,0,,0,,0,,0,,0,,1,148,3,70.0,0,,0.0,,16.0,6.0,서그내로62번길 23,3403.6363636363635,Unknown,12,33,33,65,125,101,11.0,0,0
23.21,18720.0,0.0,2022.0,서그내로62번길 23,연립다세대,37.24221939,127.0699161,11,19,2012,20,1,106,0,,0,,0,,0,,0,,1,148,3,70.0,0,,0.0,,16.0,6.0,서그내로62번길 23,18720.0,Unknown,12,33,33,65,125,101,11.0,0,0
21.715,520.0,57.2,2014.0,서그내로 30,연립다세대,37.24457167,127.0738645,3,14,1704,13,2,54,0,,0,,0,,0,,1,189.0,3,65,7,39.0,0,,0.0,,14.0,4.0,서그내로 30,1560.0,동향,14,45,37,82,133,102,12.0,1,4
14.76,312.0,41.6,2012.0,서그내로 23-5,연립다세대,37.24559678,127.0744081,3,14,1485,13,2,54,0,,0,,0,,0,,1,189.0,3,65,7,39.0,0,,0.0,,15.0,5.0,서그내로 23-5,1068.3636363636365,서향,18,41,39,71,129,102,15.0,2,3
17.95,2080.0,72.8,2022.0,서그내로62번길 23,연립다세대,37.24221939,127.0699161,11,19,2012,20,1,106,0,,0,,0,,0,,0,,1,148,3,70.0,0,,0.0,,16.0,6.0,서그내로62번길 23,3403.6363636363635,Unknown,12,33,33,65,125,101,11.0,0,0
21.715,1040.0,55.12,2014.0,서그내로 30,연립다세대,37.24457167,127.0738645,3,14,1704,13,2,54,0,,0,,0,,0,,1,189.0,3,65,7,39.0,0,,0.0,,14.0,4.0,서그내로 30,2042.181818181818,동향,14,45,37,82,133,102,12.0,1,4
14.09,1040.0,41.6,2013.0,서그내로 46-2,연립다세대,37.24336243,127.0737232,3,14,1661,13,2,54,0,,0,,0,,0,,1,189.0,3,65,7,39.0,0,,0.0,,10.0,0.0,서그내로 43,1796.3636363636365,서향,11,44,27,85,113,103,13.0,2,2
19.7272,10400.0,31.2,2020.0,서그내로53번길 24,연립다세대,37.241556,127.0715486,13,17,2195,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,12.0,2.0,서그내로53번길 31,10967.272727272728,Unknown,11,23,31,64,111,103,15.0,0,4
18.57,13000.0,0.0,2020.0,서그내로 59,연립다세대,37.24224665,127.0726211,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,13000.0,Unknown,11,44,30,80,112,103,12.0,0,3
18.01,10400.0,0.0,2020.0,서그내로 59,연립다세대,37.24224665,127.0726211,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,10400.0,Unknown,11,44,30,80,112,103,12.0,0,3
36.13,16380.0,0.0,2019.0,서그내로62번길 35,연립다세대,37.242482,127.0682545,1,23,2176,21,2,40,0,,0,,0,,0,,0,,3,97,6,23.0,0,,0.0,,13.0,3.0,서그내로62번길 35,16380.0,동향,11,28,38,44,131,101,15.0,0,2
49.56,654.16,36.4,2021.0,서천서로 28,연립다세대,37.24092305,127.0719148,13,17,2195,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,12.0,2.0,서그내로53번길 31,1315.9781818181818,Unknown,11,23,31,64,111,103,15.0,2,4
42.76,565.76,31.2,2021.0,서천서로 28,연립다세대,37.24092305,127.0719148,13,17,2195,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,12.0,2.0,서그내로53번길 31,1133.0327272727272,Unknown,11,23,31,64,111,103,15.0,2,4
22.44,10400.0,26.0,2022.0,서그내로 61,연립다세대,37.24216795,127.0724701,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,10872.727272727272,Unknown,11,44,30,80,112,103,12.0,0,1
42.76,565.76,32.24,2021.0,서천서로 28,연립다세대,37.24092305,127.0719148,13,17,2195,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,12.0,2.0,서그내로53번길 31,1151.9418181818182,Unknown,11,23,31,64,111,103,15.0,2,4
22.44,10398.96,26.0,2022.0,서그내로 61,연립다세대,37.24216795,127.0724701,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,10871.687272727271,Unknown,11,44,30,80,112,103,12.0,0,1
38.85,13520.0,0.0,2015.0,서그내로62번길 33,연립다세대,37.24243355,127.0687739,1,23,2176,21,2,40,0,,0,,0,,0,,0,,3,97,6,23.0,0,,0.0,,13.0,3.0,서그내로62번길 35,13520.0,Unknown,11,28,38,44,131,101,15.0,0,2
22.44,16640.0,0.0,2022.0,서그내로 61,연립다세대,37.24216795,127.0724701,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,16640.0,Unknown,11,44,30,80,112,103,12.0,0,1
22.86,10400.0,31.2,2022.0,서그내로 63,연립다세대,37.2420843,127.0722695,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,10967.272727272728,Unknown,11,44,30,80,112,103,12.0,0,1
22.86,12480.0,15.6,2022.0,서그내로 63,연립다세대,37.2420843,127.0722695,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,12763.636363636364,Unknown,11,44,30,80,112,103,12.0,0,1
19.3984,14560.0,0.0,2020.0,서그내로53번길 24,연립다세대,37.241556,127.0715486,13,17,2195,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,12.0,2.0,서그내로53번길 31,14560.0,Unknown,11,23,31,64,111,103,15.0,0,4
20.14,14040.0,0.0,2020.0,서그내로 59,연립다세대,37.24224665,127.0726211,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,14040.0,Unknown,11,44,30,80,112,103,12.0,0,3
22.86,8320.0,41.6,2022.0,서그내로 63,연립다세대,37.2420843,127.0722695,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,9076.363636363636,Unknown,11,44,30,80,112,103,12.0,0,1
22.86,14560.0,0.0,2022.0,서그내로 63,연립다세대,37.2420843,127.0722695,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,14560.0,Unknown,11,44,30,80,112,103,12.0,0,1
56.1,17680.0,0.0,2014.0,서그내로53번길 11-1,연립다세대,37.24174866,127.0727274,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,17680.0,Unknown,11,44,30,80,112,103,12.0,0,2
22.86,16640.0,0.0,2022.0,서그내로 63,연립다세대,37.2420843,127.0722695,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,16640.0,Unknown,11,44,30,80,112,103,12.0,0,1
22.86,12480.0,15.6,2022.0,서그내로 63,연립다세대,37.2420843,127.0722695,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,12763.636363636364,Unknown,11,44,30,80,112,103,12.0,0,1
22.86,10400.0,31.2,2022.0,서그내로 63,연립다세대,37.2420843,127.0722695,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,10967.272727272728,Unknown,11,44,30,80,112,103,12.0,0,1
22.86,14560.0,0.0,2022.0,서그내로 63,연립다세대,37.2420843,127.0722695,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,14560.0,Unknown,11,44,30,80,112,103,12.0,0,1
22.44,5200.0,52.0,2022.0,서그내로 61,연립다세대,37.24216795,127.0724701,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,6145.454545454546,Unknown,11,44,30,80,112,103,12.0,0,1
22.86,1040.0,83.2,2022.0,서그내로 63,연립다세대,37.2420843,127.0722695,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,2552.727272727273,Unknown,11,44,30,80,112,103,12.0,0,1
52.31,12172.16,10.4,2020.0,서그내로53번길 41,연립다세대,37.24069422,127.0700268,11,19,2195,20,1,106,0,,0,,0,,0,,0,,1,148,3,70.0,0,,0.0,,12.0,2.0,서그내로53번길 31,12361.25090909091,Unknown,11,23,31,64,111,103,15.0,2,4
22.86,10400.0,26.0,2022.0,서그내로 63,연립다세대,37.2420843,127.0722695,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,10872.727272727272,Unknown,11,44,30,80,112,103,12.0,0,1
27.1,16640.0,0.0,2022.0,서그내로 61,연립다세대,37.24216795,127.0724701,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,16640.0,Unknown,11,44,30,80,112,103,12.0,0,1
27.1,16640.0,0.0,2022.0,서그내로 61,연립다세대,37.24216795,127.0724701,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,16640.0,Unknown,11,44,30,80,112,103,12.0,0,1
22.86,12480.0,20.8,2022.0,서그내로 63,연립다세대,37.2420843,127.0722695,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,12858.181818181818,Unknown,11,44,30,80,112,103,12.0,0,1
13.38,312.0,31.2,2014.0,서그내로53번길 3-9,연립다세대,37.24240803,127.0742087,3,14,1661,13,2,54,0,,0,,0,,0,,1,189.0,3,65,7,39.0,0,,0.0,,10.0,0.0,서그내로 43,879.2727272727273,동향,11,44,27,85,113,103,13.0,1,4
28.33,19760.0,0.0,2022.0,서그내로 63,연립다세대,37.2420843,127.0722695,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,19760.0,Unknown,11,44,30,80,112,103,12.0,0,1
23.05,2080.0,72.8,2022.0,서그내로 61,연립다세대,37.24216795,127.0724701,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,3403.6363636363635,Unknown,11,44,30,80,112,103,12.0,0,1
44.52,21840.0,0.0,2022.0,서그내로 61,연립다세대,37.24216795,127.0724701,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,21840.0,Unknown,11,44,30,80,112,103,12.0,0,1
28.33,19760.0,0.0,2022.0,서그내로 63,연립다세대,37.2420843,127.0722695,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,19760.0,Unknown,11,44,30,80,112,103,12.0,0,1
19.3984,12480.0,15.6,2020.0,서그내로53번길 24,연립다세대,37.241556,127.0715486,13,17,2195,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,12.0,2.0,서그내로53번길 31,12763.636363636364,Unknown,11,23,31,64,111,103,15.0,0,4
44.52,21840.0,0.0,2022.0,서그내로 61,연립다세대,37.24216795,127.0724701,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,21840.0,Unknown,11,44,30,80,112,103,12.0,0,1
22.86,16640.0,0.0,2022.0,서그내로 63,연립다세대,37.2420843,127.0722695,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,16640.0,Unknown,11,44,30,80,112,103,12.0,0,1
44.52,20800.0,0.0,2022.0,서그내로 61,연립다세대,37.24216795,127.0724701,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,20800.0,Unknown,11,44,30,80,112,103,12.0,0,1
22.86,15600.0,0.0,2022.0,서그내로 63,연립다세대,37.2420843,127.0722695,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,15600.0,Unknown,11,44,30,80,112,103,12.0,0,1
22.44,14560.0,0.0,2022.0,서그내로 61,연립다세대,37.24216795,127.0724701,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,14560.0,Unknown,11,44,30,80,112,103,12.0,0,1
22.44,16640.0,0.0,2022.0,서그내로 61,연립다세대,37.24216795,127.0724701,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,16640.0,Unknown,11,44,30,80,112,103,12.0,0,1
22.44,16640.0,0.0,2022.0,서그내로 61,연립다세대,37.24216795,127.0724701,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,16640.0,Unknown,11,44,30,80,112,103,12.0,0,1
22.44,14560.0,0.0,2022.0,서그내로 61,연립다세대,37.24216795,127.0724701,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,14560.0,Unknown,11,44,30,80,112,103,12.0,0,1
22.44,16640.0,0.0,2022.0,서그내로 61,연립다세대,37.24216795,127.0724701,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,16640.0,Unknown,11,44,30,80,112,103,12.0,0,1
19.3984,13104.0,0.0,2020.0,서그내로53번길 24,연립다세대,37.241556,127.0715486,13,17,2195,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,12.0,2.0,서그내로53번길 31,13104.0,Unknown,11,23,31,64,111,103,15.0,0,4
12.96,312.0,31.2,2014.0,서그내로53번길 3-9,연립다세대,37.24240803,127.0742087,3,14,1661,13,2,54,0,,0,,0,,0,,1,189.0,3,65,7,39.0,0,,0.0,,10.0,0.0,서그내로 43,879.2727272727273,동향,11,44,27,85,113,103,13.0,1,4
27.68,1040.0,78.0,2022.0,서그내로 61,연립다세대,37.24216795,127.0724701,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,2458.181818181818,Unknown,11,44,30,80,112,103,12.0,0,1
16.45,1040.0,69.68,2022.0,덕영대로 1698,연립다세대,37.24679011,127.0765128,14,14,833,11,3,27,0,,0,,0,,1,77.0,2,146.0,15,36,15,11.0,1,158.0,1.0,84.0,17.0,7.0,덕영대로 1698,2306.909090909091,Unknown,21,29,44,48,119,99,17.0,0,3
37.8,12480.0,0.0,2014.0,서그내로53번길 11-1,연립다세대,37.24174866,127.0727274,13,17,1727,18,3,39,0,,0,,0,,0,,1,112.0,7,28,15,107.0,0,,0.0,,11.0,1.0,서그내로 61,12480.0,Unknown,11,44,30,80,112,103,12.0,0,2
16.39,1040.0,70.72,2022.0,덕영대로 1698,연립다세대,37.24679011,127.0765128,14,14,833,11,3,27,0,,0,,0,,1,77.0,2,146.0,15,36,15,11.0,1,158.0,1.0,84.0,17.0,7.0,덕영대로 1698,2325.818181818182,Unknown,21,29,44,48,119,99,17.0,0,3
19.59,10400.0,0.0,2016.0,영통로200번길 65,연립다세대,37.24441543,127.0603302,6,27,2936,11,6,65,0,,3,178.0,4,94.0,2,89.0,0,,15,52,15,5.0,0,,3.0,108.0,34.0,24.0,영통로200번길 59,10400.0,동향,19,0,40,0,143,25,14.0,1,5
54.8,21840.0,0.0,2017.0,영통로200번길 47,연립다세대,37.24461256,127.0592247,6,27,2936,11,6,65,0,,3,178.0,4,94.0,2,89.0,0,,15,52,15,5.0,0,,3.0,108.0,34.0,24.0,영통로200번길 59,21840.0,동향,19,0,40,0,143,25,14.0,0,5
21.99,10920.0,0.0,2016.0,영통로200번길 65,연립다세대,37.24441543,127.0603302,6,27,2936,11,6,65,0,,3,178.0,4,94.0,2,89.0,0,,15,52,15,5.0,0,,3.0,108.0,34.0,24.0,영통로200번길 59,10920.0,동향,19,0,40,0,143,25,14.0,1,5
18.66,12480.0,0.0,2017.0,영통로200번길 47,연립다세대,37.24461256,127.0592247,6,27,2936,11,6,65,0,,3,178.0,4,94.0,2,89.0,0,,15,52,15,5.0,0,,3.0,108.0,34.0,24.0,영통로200번길 59,12480.0,동향,19,0,40,0,143,25,14.0,0,5
26.94,1040.0,39.52,2018.0,영통로501번길 1-6,연립다세대,37.26339582,127.0772557,9,50,1207,22,2,97,0,,2,132.0,2,69.0,0,,0,,5,16,15,22.0,1,119.0,0.0,,-1.0,,,1758.5454545454545,동향,0,0,0,0,0,0,,2,2
40.75,18304.0,0.0,2016.0,영통로200번길 65,연립다세대,37.24441543,127.0603302,6,27,2936,11,6,65,0,,3,178.0,4,94.0,2,89.0,0,,15,52,15,5.0,0,,3.0,108.0,34.0,24.0,영통로200번길 59,18304.0,동향,19,0,40,0,143,25,14.0,1,5
26.79,520.0,41.6,2013.0,영통로501번길 7,연립다세대,37.26377649,127.0771124,9,50,1207,22,2,97,0,,2,132.0,2,69.0,0,,0,,5,16,15,22.0,1,119.0,0.0,,-1.0,,,1276.3636363636365,동향,0,0,0,0,0,0,,2,2
19.11,1040.0,43.68,2016.0,영통로200번길 65,연립다세대,37.24441543,127.0603302,6,27,2936,11,6,65,0,,3,178.0,4,94.0,2,89.0,0,,15,52,15,5.0,0,,3.0,108.0,34.0,24.0,영통로200번길 59,1834.181818181818,동향,19,0,40,0,143,25,14.0,1,5
49.1,1040.0,52.0,2013.0,영통로501번길 7,연립다세대,37.26377649,127.0771124,9,50,1207,22,2,97,0,,2,132.0,2,69.0,0,,0,,5,16,15,22.0,1,119.0,0.0,,-1.0,,,1985.4545454545453,동향,0,0,0,0,0,0,,2,2
35.67,18564.0,0.0,2016.0,영통로200번길 65,연립다세대,37.24441543,127.0603302,6,27,2936,11,6,65,0,,3,178.0,4,94.0,2,89.0,0,,15,52,15,5.0,0,,3.0,108.0,34.0,24.0,영통로200번길 59,18564.0,동향,19,0,40,0,143,25,14.0,1,5
19.11,1040.0,43.68,2016.0,영통로200번길 65,연립다세대,37.24441543,127.0603302,6,27,2936,11,6,65,0,,3,178.0,4,94.0,2,89.0,0,,15,52,15,5.0,0,,3.0,108.0,34.0,24.0,영통로200번길 59,1834.181818181818,동향,19,0,40,0,143,25,14.0,1,5
19.59,10920.0,0.0,2016.0,영통로200번길 65,연립다세대,37.24441543,127.0603302,6,27,2936,11,6,65,0,,3,178.0,4,94.0,2,89.0,0,,15,52,15,5.0,0,,3.0,108.0,34.0,24.0,영통로200번길 59,10920.0,동향,19,0,40,0,143,25,14.0,1,5
19.59,10400.0,0.0,2016.0,영통로200번길 65,연립다세대,37.24441543,127.0603302,6,27,2936,11,6,65,0,,3,178.0,4,94.0,2,89.0,0,,15,52,15,5.0,0,,3.0,108.0,34.0,24.0,영통로200번길 59,10400.0,동향,19,0,40,0,143,25,14.0,1,5
19.59,10400.0,0.0,2016.0,영통로200번길 65,연립다세대,37.24441543,127.0603302,6,27,2936,11,6,65,0,,3,178.0,4,94.0,2,89.0,0,,15,52,15,5.0,0,,3.0,108.0,34.0,24.0,영통로200번길 59,10400.0,동향,19,0,40,0,143,25,14.0,1,5
19.59,10920.0,0.0,2016.0,영통로200번길 65,연립다세대,37.24441543,127.0603302,6,27,2936,11,6,65,0,,3,178.0,4,94.0,2,89.0,0,,15,52,15,5.0,0,,3.0,108.0,34.0,24.0,영통로200번길 59,10920.0,동향,19,0,40,0,143,25,14.0,1,5
19.59,10400.0,0.0,2016.0,영통로200번길 65,연립다세대,37.24441543,127.0603302,6,27,2936,11,6,65,0,,3,178.0,4,94.0,2,89.0,0,,15,52,15,5.0,0,,3.0,108.0,34.0,24.0,영통로200번길 59,10400.0,동향,19,0,40,0,143,25,14.0,1,5
19.59,10400.0,0.0,2016.0,영통로200번길 65,연립다세대,37.24441543,127.0603302,6,27,2936,11,6,65,0,,3,178.0,4,94.0,2,89.0,0,,15,52,15,5.0,0,,3.0,108.0,34.0,24.0,영통로200번길 59,10400.0,동향,19,0,40,0,143,25,14.0,1,5
