전용면적(㎡),보증금(만원),월세금(만원),건축년도,도로명,주택유형,lat,lon,cluster_label,학교까지도보시간(분),도보거리(m),대중교통시간(분),convenience_store_count,convenience_store_min_distance,subway_count,subway_min_distance,bank_count,bank_min_distance,hospital_count,hospital_min_distance,pharmacy_count,pharmacy_min_distance,school_count,school_min_distance,cafe_count,cafe_min_distance,restaurant_count,restaurant_min_distance,mart_count,mart_min_distance,parking_count,parking_min_distance,cluster,cluster_clean,cluster_name,전월세환산값,향,cctv_300m,lamp_300m,cctv_500m,lamp_500m,cctv_1000m,lamp_1000m,bus_count,nearby_bus_count(100m),nearby_bus_count(200m)
28.0,500.0,37.0,2003.0,청명남로4번길,다가구,37.25000708,127.0739079,10,22,1276,14,3,61,0,,2,176.0,1,58.0,1,190.0,1,144.0,15,15,15,34.0,1,96.0,3.0,175.0,24.0,14.0,청명남로4번길,1172.7272727272727,서향,17,0,53,24,131,86,16.0,1,4
22.0,,0.0,2001.0,청명로59번길,단독,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,,서향,19,0,42,0,99,38,1.0,0,0
25.0,300.0,36.0,1999.0,청명로43번길,단독,37.25122722,127.0804941,4,106,1687,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,28.0,18.0,청명로43번길,954.5454545454544,서향,16,0,37,0,93,45,5.0,0,0
26.0,500.0,50.0,2001.0,청명로21번길,다가구,37.24987045,127.0791242,0,18,1556,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,25.0,15.0,청명로21번길,1409.090909090909,동향,23,0,46,9,97,70,9.0,0,0
25.0,300.0,36.0,,청명로43번길,다가구,37.25122722,127.0804941,4,106,1687,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,28.0,18.0,청명로43번길,954.5454545454544,서향,16,0,37,0,93,45,5.0,0,0
22.0,,0.0,2002.0,청명로,다가구,37.24870316,127.0795838,0,18,1345,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,21.0,11.0,청명로,,서향,21,3,38,14,95,80,10.0,0,2
26.0,500.0,47.0,2002.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1354.5454545454545,서향,19,0,42,0,99,38,1.0,0,0
36.0,,55.0,2001.0,청명로43번길,다가구,37.25122722,127.0804941,4,106,1687,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,28.0,18.0,청명로43번길,,서향,16,0,37,0,93,45,5.0,0,0
21.0,500.0,37.0,2000.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1172.7272727272727,서향,19,0,42,0,99,38,1.0,0,0
36.0,,55.0,2001.0,청명로43번길,다가구,37.25122722,127.0804941,4,106,1687,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,28.0,18.0,청명로43번길,,서향,16,0,37,0,93,45,5.0,0,0
21.0,700.0,45.0,2001.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1518.181818181818,서향,19,0,42,0,99,38,1.0,0,0
20.0,500.0,35.0,2002.0,봉영로1482번길,단독,37.24532934,127.0665258,5,27,1983,11,2,27,0,,2,172.0,1,172.0,0,,4,20.0,15,23,0,,1,181.0,,,35.0,25.0,봉영로1482번길,1136.3636363636365,Unknown,16,9,36,17,145,98,16.0,0,8
50.0,,70.0,1999.0,청명로77번길,다가구,37.25351842,127.078502,15,28,2050,22,5,46,0,,1,103.0,2,111.0,3,111.0,0,,15,66,15,34.0,1,123.0,9.0,84.0,32.0,22.0,청명로77번길,,서향,17,0,41,0,102,32,2.0,0,1
23.0,300.0,44.0,2001.0,매영로415번길,다가구,37.24926384,127.0767878,0,18,1184,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,18.0,8.0,매영로415번길,1100.0,서향,26,2,51,28,110,81,12.0,0,4
26.0,300.0,35.0,2000.0,청명남로50번길,다가구,37.25344537,127.0770957,15,28,2343,22,5,46,0,,1,103.0,2,111.0,3,111.0,0,,15,66,15,34.0,1,123.0,9.0,84.0,29.0,19.0,청명남로50번길,936.3636363636364,서향,19,0,49,0,108,32,8.0,0,1
24.7,300.0,43.0,2001.0,청명남로60번길,다가구,37.25444238,127.0775095,15,28,2159,22,5,46,0,,1,103.0,2,111.0,3,111.0,0,,15,66,15,34.0,1,123.0,9.0,84.0,33.0,23.0,청명남로60번길,1081.818181818182,동향,16,0,43,0,105,22,6.0,1,1
20.0,500.0,40.0,1999.0,매영로398번길,다가구,37.24891486,127.0750246,14,14,1125,11,3,27,0,,0,,0,,1,77.0,2,146.0,15,36,15,11.0,1,158.0,1.0,84.0,23.0,13.0,매영로398번길,1227.2727272727273,동향,21,9,55,33,125,96,16.0,2,3
22.0,500.0,44.0,2002.0,영일로21번길,다가구,37.2500458,127.0760096,0,18,1207,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,19.0,9.0,영일로21번길,1300.0,동향,26,0,57,24,118,78,14.0,0,2
20.0,500.0,45.0,2001.0,청명로59번길,단독,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1318.181818181818,서향,19,0,42,0,99,38,1.0,0,0
35.0,500.0,60.0,1998.0,청명남로4번길,다가구,37.25000708,127.0739079,10,22,1276,14,3,61,0,,2,176.0,1,58.0,1,190.0,1,144.0,15,15,15,34.0,1,96.0,3.0,175.0,24.0,14.0,청명남로4번길,1590.909090909091,서향,17,0,53,24,131,86,16.0,1,4
26.58,500.0,44.0,2001.0,청명남로50번길,다가구,37.25344537,127.0770957,15,28,2343,22,5,46,0,,1,103.0,2,111.0,3,111.0,0,,15,66,15,34.0,1,123.0,9.0,84.0,29.0,19.0,청명남로50번길,1300.0,서향,19,0,49,0,108,32,8.0,0,1
24.0,300.0,35.0,2001.0,덕영대로1673번길,다가구,37.24816244,127.0743831,14,14,1031,11,3,27,0,,0,,0,,1,77.0,2,146.0,15,36,15,11.0,1,158.0,1.0,84.0,20.0,10.0,덕영대로1681번길,936.3636363636364,동향,26,28,48,36,124,98,15.0,0,4
20.0,,0.0,,매영로415번길,다가구,37.24926384,127.0767878,0,18,1184,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,18.0,8.0,매영로415번길,,서향,26,2,51,28,110,81,12.0,0,4
26.0,500.0,40.0,1999.0,청명북로,다가구,37.25200089,127.0786442,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1227.2727272727273,동향,19,0,42,0,99,38,1.0,0,0
25.0,500.0,47.0,2001.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1354.5454545454545,서향,19,0,42,0,99,38,1.0,0,0
25.0,500.0,47.0,2001.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1354.5454545454545,서향,19,0,42,0,99,38,1.0,0,0
26.0,,0.0,2000.0,매영로,다가구,37.27011763,127.0434533,2,84,2195,39,1,189,0,,0,,0,,0,,0,,1,57,2,42.0,0,,0.0,,-1.0,,,,서향,0,0,0,0,0,0,,0,1
25.0,,0.0,2004.0,매영로415번길,다가구,37.24926384,127.0767878,0,18,1184,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,18.0,8.0,매영로415번길,,서향,26,2,51,28,110,81,12.0,0,4
25.0,500.0,48.0,2000.0,청명로,다가구,37.24870316,127.0795838,0,18,1345,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,21.0,11.0,청명로,1372.7272727272727,서향,21,3,38,14,95,80,10.0,0,2
26.4,300.0,43.0,2001.0,매영로393번길,다가구,37.24989093,127.0749981,10,22,1214,14,3,61,0,,2,176.0,1,58.0,1,190.0,1,144.0,15,15,15,34.0,1,96.0,3.0,175.0,26.0,16.0,매영로393번길,1081.818181818182,서향,21,0,57,27,124,86,17.0,1,3
28.0,500.0,55.0,1998.0,청명로,다가구,37.24870316,127.0795838,0,18,1345,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,21.0,11.0,청명로,1500.0,서향,21,3,38,14,95,80,10.0,0,2
23.0,500.0,36.0,2001.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1154.5454545454545,서향,19,0,42,0,99,38,1.0,0,0
22.0,500.0,42.0,2002.0,영일로21번길,다가구,37.2500458,127.0760096,0,18,1207,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,19.0,9.0,영일로21번길,1263.6363636363635,동향,26,0,57,24,118,78,14.0,0,2
29.26,500.0,45.0,1999.0,매영로415번길,다가구,37.24926384,127.0767878,0,18,1184,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,18.0,8.0,매영로415번길,1318.181818181818,서향,26,2,51,28,110,81,12.0,0,4
40.0,,78.0,2003.0,매영로425번길,다가구,37.24886123,127.0779064,0,18,1237,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,27.0,17.0,매영로425번길,,동향,26,6,49,27,103,80,8.0,0,5
21.0,500.0,37.0,2000.0,청명북로15번길,다가구,37.2532285,127.0791047,4,106,2050,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,32.0,22.0,청명로77번길,1172.7272727272727,서향,17,0,41,0,102,32,2.0,0,1
26.4,300.0,42.0,2001.0,매영로393번길,다가구,37.24989093,127.0749981,10,22,1214,14,3,61,0,,2,176.0,1,58.0,1,190.0,1,144.0,15,15,15,34.0,1,96.0,3.0,175.0,26.0,16.0,매영로393번길,1063.6363636363635,서향,21,0,57,27,124,86,17.0,1,3
20.0,500.0,44.0,2000.0,매영로415번길,다가구,37.24926384,127.0767878,0,18,1184,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,18.0,8.0,매영로415번길,1300.0,서향,26,2,51,28,110,81,12.0,0,4
20.0,300.0,40.0,1999.0,청명남로4번길,다가구,37.25000708,127.0739079,10,22,1276,14,3,61,0,,2,176.0,1,58.0,1,190.0,1,144.0,15,15,15,34.0,1,96.0,3.0,175.0,24.0,14.0,청명남로4번길,1027.2727272727273,서향,17,0,53,24,131,86,16.0,1,4
26.4,500.0,42.0,2001.0,청명남로4번길,다가구,37.25000708,127.0739079,10,22,1276,14,3,61,0,,2,176.0,1,58.0,1,190.0,1,144.0,15,15,15,34.0,1,96.0,3.0,175.0,24.0,14.0,청명남로4번길,1263.6363636363635,서향,17,0,53,24,131,86,16.0,1,4
22.0,500.0,47.0,2001.0,청명남로50번길,다가구,37.25344537,127.0770957,15,28,2343,22,5,46,0,,1,103.0,2,111.0,3,111.0,0,,15,66,15,34.0,1,123.0,9.0,84.0,29.0,19.0,청명남로50번길,1354.5454545454545,서향,19,0,49,0,108,32,8.0,0,1
23.0,,0.0,2002.0,청명로,다가구,37.24870316,127.0795838,0,18,1345,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,21.0,11.0,청명로,,서향,21,3,38,14,95,80,10.0,0,2
20.0,500.0,35.0,2001.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1136.3636363636365,서향,19,0,42,0,99,38,1.0,0,0
26.4,500.0,50.0,2001.0,매영로415번길,다가구,37.24926384,127.0767878,0,18,1184,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,18.0,8.0,매영로415번길,1409.090909090909,서향,26,2,51,28,110,81,12.0,0,4
20.0,400.0,40.0,2001.0,영통로,다가구,37.24548895,127.0702859,5,27,1632,11,2,27,0,,2,172.0,1,172.0,0,,4,20.0,15,23,0,,1,181.0,,,37.0,27.0,서그내로16번길 27,1127.2727272727273,동향,10,21,39,75,137,101,16.0,0,1
23.0,300.0,40.0,2001.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1027.2727272727273,서향,19,0,42,0,99,38,1.0,0,0
22.0,500.0,40.0,2001.0,반달로,다가구,37.25136983,127.0780484,4,106,1624,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,31.0,21.0,반달로,1227.2727272727273,남향,27,0,55,0,104,48,8.0,0,0
29.18,500.0,47.0,2002.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1354.5454545454545,서향,19,0,42,0,99,38,1.0,0,0
21.0,,45.0,1999.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,,서향,19,0,42,0,99,38,1.0,0,0
26.0,500.0,40.0,2001.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1227.2727272727273,서향,19,0,42,0,99,38,1.0,0,0
22.0,,47.0,2003.0,매영로425번길,다가구,37.24886123,127.0779064,0,18,1237,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,27.0,17.0,매영로425번길,,동향,26,6,49,27,103,80,8.0,0,5
21.0,,45.0,1999.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,,서향,19,0,42,0,99,38,1.0,0,0
30.0,500.0,45.0,,청명남로50번길,다가구,37.25344537,127.0770957,15,28,2343,22,5,46,0,,1,103.0,2,111.0,3,111.0,0,,15,66,15,34.0,1,123.0,9.0,84.0,29.0,19.0,청명남로50번길,1318.181818181818,서향,19,0,49,0,108,32,8.0,0,1
56.0,,70.0,1999.0,청명로43번길,다가구,37.25122722,127.0804941,4,106,1687,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,28.0,18.0,청명로43번길,,서향,16,0,37,0,93,45,5.0,0,0
24.0,500.0,40.0,2000.0,반달로,다가구,37.25136983,127.0780484,4,106,1624,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,31.0,21.0,반달로,1227.2727272727273,남향,27,0,55,0,104,48,8.0,0,0
25.0,,0.0,2002.0,봉영로1492번길,다가구,37.24579719,127.0668252,5,27,1983,11,2,27,0,,2,172.0,1,172.0,0,,4,20.0,15,23,0,,1,181.0,,,35.0,25.0,봉영로1482번길,,Unknown,16,9,36,17,145,98,16.0,1,8
26.0,,0.0,1999.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,,서향,19,0,42,0,99,38,1.0,0,0
26.0,,0.0,1999.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,,서향,19,0,42,0,99,38,1.0,0,0
24.0,,0.0,2001.0,청명북로,다가구,37.25200089,127.0786442,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,,동향,19,0,42,0,99,38,1.0,0,0
29.0,500.0,45.0,2000.0,청명북로7번길,다가구,37.25230411,127.0789528,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1318.181818181818,서향,19,0,42,0,99,38,1.0,0,0
42.0,,55.0,1998.0,청명남로12번길,다가구,37.25082627,127.0747557,10,22,1635,14,3,61,0,,2,176.0,1,58.0,1,190.0,1,144.0,15,15,15,34.0,1,96.0,3.0,175.0,22.0,12.0,청명남로12번길,,서향,20,0,54,9,125,63,16.0,0,3
24.0,200.0,31.0,2000.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,763.6363636363636,서향,19,0,42,0,99,38,1.0,0,0
24.0,500.0,41.0,2001.0,청명북로7번길,다가구,37.25230411,127.0789528,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1245.4545454545455,서향,19,0,42,0,99,38,1.0,0,0
26.4,500.0,41.0,2001.0,덕영대로1681번길,다가구,37.2480919,127.0753141,14,14,1031,11,3,27,0,,0,,0,,1,77.0,2,146.0,15,36,15,11.0,1,158.0,1.0,84.0,20.0,10.0,덕영대로1681번길,1245.4545454545455,동향,26,28,48,36,124,98,15.0,1,3
27.0,,0.0,2003.0,청명남로12번길,다가구,37.25082627,127.0747557,10,22,1635,14,3,61,0,,2,176.0,1,58.0,1,190.0,1,144.0,15,15,15,34.0,1,96.0,3.0,175.0,22.0,12.0,청명남로12번길,,서향,20,0,54,9,125,63,16.0,0,3
20.0,500.0,45.0,1998.0,매영로415번길,다가구,37.24926384,127.0767878,0,18,1184,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,18.0,8.0,매영로415번길,1318.181818181818,서향,26,2,51,28,110,81,12.0,0,4
22.9,300.0,36.0,2001.0,청명로77번길,다가구,37.25351842,127.078502,15,28,2050,22,5,46,0,,1,103.0,2,111.0,3,111.0,0,,15,66,15,34.0,1,123.0,9.0,84.0,32.0,22.0,청명로77번길,954.5454545454544,서향,17,0,41,0,102,32,2.0,0,1
45.0,,65.0,1999.0,매영로415번길,다가구,37.24926384,127.0767878,0,18,1184,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,18.0,8.0,매영로415번길,,서향,26,2,51,28,110,81,12.0,0,4
30.0,,0.0,1998.0,청명로,다가구,37.24870316,127.0795838,0,18,1345,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,21.0,11.0,청명로,,서향,21,3,38,14,95,80,10.0,0,2
23.0,300.0,41.0,2000.0,매영로393번길,다가구,37.24989093,127.0749981,10,22,1214,14,3,61,0,,2,176.0,1,58.0,1,190.0,1,144.0,15,15,15,34.0,1,96.0,3.0,175.0,26.0,16.0,매영로393번길,1045.4545454545455,서향,21,0,57,27,124,86,17.0,1,3
22.0,500.0,45.0,2001.0,매영로393번길,단독,37.24989093,127.0749981,10,22,1214,14,3,61,0,,2,176.0,1,58.0,1,190.0,1,144.0,15,15,15,34.0,1,96.0,3.0,175.0,26.0,16.0,매영로393번길,1318.181818181818,서향,21,0,57,27,124,86,17.0,1,3
34.0,,45.0,1998.0,영일로,다가구,37.24791274,127.0754779,14,14,1031,11,3,27,0,,0,,0,,1,77.0,2,146.0,15,36,15,11.0,1,158.0,1.0,84.0,20.0,10.0,덕영대로1681번길,,동향,26,28,48,36,124,98,15.0,0,4
50.0,,0.0,2000.0,청명남로12번길,다가구,37.25082627,127.0747557,10,22,1635,14,3,61,0,,2,176.0,1,58.0,1,190.0,1,144.0,15,15,15,34.0,1,96.0,3.0,175.0,22.0,12.0,청명남로12번길,,서향,20,0,54,9,125,63,16.0,0,3
20.0,500.0,44.0,1999.0,매영로398번길,다가구,37.24891486,127.0750246,14,14,1125,11,3,27,0,,0,,0,,1,77.0,2,146.0,15,36,15,11.0,1,158.0,1.0,84.0,23.0,13.0,매영로398번길,1300.0,동향,21,9,55,33,125,96,16.0,2,3
33.0,,48.0,2001.0,덕영대로1673번길,단독,37.24816244,127.0743831,14,14,1031,11,3,27,0,,0,,0,,1,77.0,2,146.0,15,36,15,11.0,1,158.0,1.0,84.0,20.0,10.0,덕영대로1681번길,,동향,26,28,48,36,124,98,15.0,0,4
50.0,,0.0,2000.0,청명남로12번길,다가구,37.25082627,127.0747557,10,22,1635,14,3,61,0,,2,176.0,1,58.0,1,190.0,1,144.0,15,15,15,34.0,1,96.0,3.0,175.0,22.0,12.0,청명남로12번길,,서향,20,0,54,9,125,63,16.0,0,3
33.0,,48.0,2001.0,덕영대로1673번길,다가구,37.24816244,127.0743831,14,14,1031,11,3,27,0,,0,,0,,1,77.0,2,146.0,15,36,15,11.0,1,158.0,1.0,84.0,20.0,10.0,덕영대로1681번길,,동향,26,28,48,36,124,98,15.0,0,4
40.0,,57.0,2000.0,매영로398번길,다가구,37.24891486,127.0750246,14,14,1125,11,3,27,0,,0,,0,,1,77.0,2,146.0,15,36,15,11.0,1,158.0,1.0,84.0,23.0,13.0,매영로398번길,,동향,21,9,55,33,125,96,16.0,2,3
25.0,,46.0,2003.0,매영로425번길,다가구,37.24886123,127.0779064,0,18,1237,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,27.0,17.0,매영로425번길,,동향,26,6,49,27,103,80,8.0,0,5
28.0,500.0,41.0,2001.0,청명북로7번길,다가구,37.25230411,127.0789528,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1245.4545454545455,서향,19,0,42,0,99,38,1.0,0,0
24.0,500.0,40.0,2001.0,영일로21번길,다가구,37.2500458,127.0760096,0,18,1207,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,19.0,9.0,영일로21번길,1227.2727272727273,동향,26,0,57,24,118,78,14.0,0,2
20.0,500.0,35.0,2002.0,반달로,다가구,37.25136983,127.0780484,4,106,1624,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,31.0,21.0,반달로,1136.3636363636365,남향,27,0,55,0,104,48,8.0,0,0
26.4,500.0,40.0,2001.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1227.2727272727273,서향,19,0,42,0,99,38,1.0,0,0
24.0,500.0,40.0,2000.0,청명로59번길,단독,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1227.2727272727273,서향,19,0,42,0,99,38,1.0,0,0
28.0,300.0,35.0,2000.0,봉영로1492번길,다가구,37.24579719,127.0668252,5,27,1983,11,2,27,0,,2,172.0,1,172.0,0,,4,20.0,15,23,0,,1,181.0,,,35.0,25.0,봉영로1482번길,936.3636363636364,Unknown,16,9,36,17,145,98,16.0,1,8
15.0,,47.0,,덕영대로,다가구,37.25338503,127.0130871,12,114,1635,35,3,139,0,,2,170.0,3,143.0,2,139.0,0,,3,158,15,94.0,0,,2.0,47.0,-1.0,,,,서향,0,0,0,0,0,0,,2,3
21.0,300.0,38.0,2001.0,봉영로1482번길,다가구,37.24532934,127.0665258,5,27,1983,11,2,27,0,,2,172.0,1,172.0,0,,4,20.0,15,23,0,,1,181.0,,,35.0,25.0,봉영로1482번길,990.9090909090908,Unknown,16,9,36,17,145,98,16.0,0,8
21.0,,37.0,2001.0,봉영로1482번길,다가구,37.24532934,127.0665258,5,27,1983,11,2,27,0,,2,172.0,1,172.0,0,,4,20.0,15,23,0,,1,181.0,,,35.0,25.0,봉영로1482번길,,Unknown,16,9,36,17,145,98,16.0,0,8
21.0,,37.0,2001.0,봉영로1482번길,단독,37.24532934,127.0665258,5,27,1983,11,2,27,0,,2,172.0,1,172.0,0,,4,20.0,15,23,0,,1,181.0,,,35.0,25.0,봉영로1482번길,,Unknown,16,9,36,17,145,98,16.0,0,8
26.0,500.0,40.0,2000.0,청명북로7번길,다가구,37.25230411,127.0789528,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1227.2727272727273,서향,19,0,42,0,99,38,1.0,0,0
24.0,,41.0,2003.0,청명북로7번길,다가구,37.25230411,127.0789528,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,,서향,19,0,42,0,99,38,1.0,0,0
26.0,500.0,39.0,,청명북로7번길,다가구,37.25230411,127.0789528,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1209.090909090909,서향,19,0,42,0,99,38,1.0,0,0
28.0,500.0,50.0,2000.0,매영로415번길,다가구,37.24926384,127.0767878,0,18,1184,21,5,73,0,,2,54.0,0,,1,192.0,1,160.0,15,30,15,70.0,0,,2.0,150.0,18.0,8.0,매영로415번길,1409.090909090909,서향,26,2,51,28,110,81,12.0,0,4
24.0,500.0,42.0,2001.0,청명남로12번길,다가구,37.25082627,127.0747557,10,22,1635,14,3,61,0,,2,176.0,1,58.0,1,190.0,1,144.0,15,15,15,34.0,1,96.0,3.0,175.0,22.0,12.0,청명남로12번길,1263.6363636363635,서향,20,0,54,9,125,63,16.0,0,3
26.4,500.0,43.0,2001.0,청명로59번길,다가구,37.25238872,127.0797521,4,106,2013,48,5,29,0,,2,110.0,2,134.0,1,159.0,0,,12,74,15,37.0,1,186.0,2.0,158.0,30.0,20.0,청명북로7번길,1281.818181818182,서향,19,0,42,0,99,38,1.0,0,0
