Area_m2,Deposit,Monthly_Rent,School_Walk_Min,Transit_Min,Conv_Count,Subway_Count,Bank_Count,Hosp_Count,Pharm_Count,School_Count_Near,Cafe_Count,Rest_Count,Mart_Count,Parking_Count,Price_Hwansan,House_Age,House_Type_Multi_Family,House_Type_Multi_Unit,House_Type_Row_House,House_Type_Single_House,House_Type_Villa,Rent_Type_Jeonse,Rent_Type_Monthly,Orientation_East,Orientation_South,Orientation_West
20.64,9040.0,33.9,19,20,1,0,0,0,0,0,1,3,0,0.0,12430.0,3.0,False,False,False,False,True,False,True,False,False,False
22.06,1130.0,67.8,14,13,2,0,0,0,0,1,3,7,0,0.0,7910.0,12.0,False,False,False,False,True,False,True,True,False,False
19.3984,5650.0,50.85,17,18,3,0,0,0,0,1,7,15,0,0.0,10735.0,6.0,False,False,False,False,True,False,True,False,False,False
19.3984,5650.0,45.2,17,18,3,0,0,0,0,1,7,15,0,0.0,10170.0,6.0,False,False,False,False,True,False,True,False,False,False
23.21,12430.0,0.0,19,20,1,0,0,0,0,0,1,3,0,0.0,12430.0,3.0,False,False,False,False,True,True,False,False,False,False
23.28,565.0,53.11,23,21,2,0,0,0,0,0,3,6,0,0.0,5876.0,11.0,False,False,False,False,True,False,True,False,False,False
23.68,9040.0,33.9,19,20,1,0,0,0,0,0,1,3,0,0.0,12430.0,3.0,False,False,False,False,True,False,True,False,False,False
23.21,5650.0,56.5,19,20,1,0,0,0,0,0,1,3,0,0.0,11300.0,4.0,False,False,False,False,True,False,True,False,False,False
15.6,1130.0,55.37,19,20,1,0,0,0,0,0,1,3,0,0.0,6667.0,8.0,False,False,False,False,True,False,True,False,False,False
13.6,3390.0,39.55,14,13,2,0,0,0,0,1,3,7,0,0.0,7345.0,13.0,False,False,False,False,True,False,True,False,False,True
25.97,6780.0,42.94,14,13,2,0,0,0,0,1,3,7,0,0.0,11074.0,11.0,False,False,False,False,True,False,True,False,False,True
50.89,19888.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,19888.0,11.0,False,False,False,False,True,True,False,False,False,True
50.89,19888.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,19888.0,11.0,False,False,False,False,True,True,False,False,False,True
16.03,3390.0,45.2,14,13,2,0,0,0,0,1,3,7,0,0.0,7910.0,13.0,False,False,False,False,True,False,True,False,False,True
16.03,2147.0,27.12,14,13,2,0,0,0,0,1,3,7,0,0.0,4859.0,13.0,False,False,False,False,True,False,True,False,False,True
14.73,339.0,45.2,14,13,2,0,0,0,0,1,3,7,0,0.0,4859.0,14.0,False,False,False,False,True,False,True,False,False,True
47.7,19888.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,19888.0,11.0,False,False,False,False,True,True,False,False,False,True
15.6,1130.0,51.98,19,20,1,0,0,0,0,0,1,3,0,0.0,6328.0,8.0,False,False,False,False,True,False,True,False,False,False
16.03,7910.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,7910.0,13.0,False,False,False,False,True,True,False,False,False,True
13.6,2147.0,50.85,14,13,2,0,0,0,0,1,3,7,0,0.0,7232.0,13.0,False,False,False,False,True,False,True,False,False,True
47.7,18645.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,18645.0,11.0,False,False,False,False,True,True,False,False,False,True
15.6,1130.0,53.11,19,20,1,0,0,0,0,0,1,3,0,0.0,6441.0,8.0,False,False,False,False,True,False,True,False,False,False
23.28,565.0,53.11,23,21,2,0,0,0,0,0,3,6,0,0.0,5876.0,11.0,False,False,False,False,True,False,True,False,False,False
20.65,565.0,50.85,23,21,2,0,0,0,0,0,3,6,0,0.0,5650.0,11.0,False,False,False,False,True,False,True,True,False,False
15.39,1130.0,42.94,19,20,1,0,0,0,0,0,1,3,0,0.0,5424.0,8.0,False,False,False,False,True,False,True,False,False,False
23.52,1130.0,62.15,23,21,2,0,0,0,0,0,3,6,0,0.0,7345.0,11.0,False,False,False,False,True,False,True,True,False,False
13.6,2147.0,50.85,14,13,2,0,0,0,0,1,3,7,0,0.0,7232.0,13.0,False,False,False,False,True,False,True,False,False,True
47.08,6602.59,18.08,19,20,1,0,0,0,0,0,1,3,0,0.0,8410.59,6.0,False,False,False,False,True,False,True,False,False,False
18.9459,11300.0,0.0,17,18,3,0,0,0,0,1,7,15,0,0.0,11300.0,6.0,False,False,False,False,True,True,False,False,False,False
20.705,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
20.705,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
13.2,324.0,34.56,17,18,3,0,0,0,0,1,7,15,0,0.0,3780.0,14.0,False,False,False,False,True,False,True,True,False,False
22.06,1080.0,64.8,14,13,2,0,0,0,0,1,3,7,0,0.0,7560.0,12.0,False,False,False,False,True,False,True,True,False,False
22.86,5400.0,48.6,17,18,3,0,0,0,0,1,7,15,0,0.0,10260.0,4.0,False,False,False,False,True,False,True,False,False,False
22.86,5400.0,48.6,17,18,3,0,0,0,0,1,7,15,0,0.0,10260.0,4.0,False,False,False,False,True,False,True,False,False,False
12.96,540.0,33.48,14,13,2,0,0,0,0,1,3,7,0,0.0,3887.9999999999995,12.0,False,False,False,False,True,False,True,True,False,False
21.715,540.0,63.72,14,13,2,0,0,0,0,1,3,7,0,0.0,6912.0,12.0,False,False,False,False,True,False,True,True,False,False
21.715,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
21.21,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
17.54,4320.0,59.4,19,20,1,0,0,0,0,0,1,3,0,0.0,10260.0,4.0,False,False,False,False,True,False,True,False,False,False
14.61,2052.0,48.6,14,13,2,0,0,0,0,1,3,7,0,0.0,6912.0,13.0,False,False,False,False,True,False,True,False,False,True
19.08,2160.0,70.2,19,20,1,0,0,0,0,0,1,3,0,0.0,9180.0,4.0,False,False,False,False,True,False,True,False,False,False
21.21,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
21.21,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
21.715,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
12.96,540.0,33.48,14,13,2,0,0,0,0,1,3,7,0,0.0,3887.9999999999995,12.0,False,False,False,False,True,False,True,True,False,False
20.705,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
15.6,1080.0,47.52,19,20,1,0,0,0,0,0,1,3,0,0.0,5832.0,8.0,False,False,False,False,True,False,True,False,False,False
21.715,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
17.5,1080.0,56.16,14,13,2,0,0,0,0,1,3,7,0,0.0,6696.0,11.0,False,False,False,False,True,False,True,False,False,True
11.46,540.0,37.8,14,13,2,0,0,0,0,1,3,7,0,0.0,4320.0,12.0,False,False,False,False,True,False,True,True,False,False
17.54,2160.0,64.8,19,20,1,0,0,0,0,0,1,3,0,0.0,8640.0,4.0,False,False,False,False,True,False,True,False,False,False
21.21,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
21.43,540.0,38.88,14,13,2,0,0,0,0,1,3,7,0,0.0,4428.0,11.0,False,False,False,False,True,False,True,False,False,True
17.5,1080.0,56.16,14,13,2,0,0,0,0,1,3,7,0,0.0,6696.0,11.0,False,False,False,False,True,False,True,False,False,True
21.715,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
42.25,12960.0,0.0,17,18,3,0,0,0,0,1,7,15,0,0.0,12960.0,12.0,False,False,False,False,True,True,False,False,False,False
18.8,5400.0,37.8,17,18,3,0,0,0,0,1,7,15,0,0.0,9180.0,6.0,False,False,False,False,True,False,True,False,False,False
36.56,4654.8,14.04,23,21,2,0,0,0,0,0,3,6,0,0.0,6058.8,7.0,False,False,False,False,True,False,True,True,False,False
17.0,540.0,46.44,23,21,2,0,0,0,0,0,3,6,0,0.0,5184.0,11.0,False,False,False,False,True,False,True,True,False,False
20.65,9072.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,9072.0,11.0,False,False,False,False,True,True,False,False,False,True
20.67,5400.0,48.6,14,13,2,0,0,0,0,1,3,7,0,0.0,10260.0,3.0,False,False,False,False,True,False,True,False,False,True
23.19,540.0,43.2,23,21,2,0,0,0,0,0,3,6,0,0.0,4860.0,11.0,False,False,False,False,True,False,True,False,False,False
88.95,10800.0,129.6,17,18,3,0,0,0,0,1,7,15,0,0.0,23760.0,4.0,False,False,False,False,True,False,True,False,False,False
88.95,10800.0,129.6,17,18,3,0,0,0,0,1,7,15,0,0.0,23760.0,4.0,False,False,False,False,True,False,True,False,False,False
22.44,12960.0,0.0,17,18,3,0,0,0,0,1,7,15,0,0.0,12960.0,4.0,False,False,False,False,True,True,False,False,False,False
20.67,3240.0,70.2,14,13,2,0,0,0,0,1,3,7,0,0.0,10260.0,3.0,False,False,False,False,True,False,True,False,False,True
47.08,4415.04,23.76,19,20,1,0,0,0,0,0,1,3,0,0.0,6791.04,6.0,False,False,False,False,True,False,True,False,False,False
19.32,540.0,48.6,23,21,2,0,0,0,0,0,3,6,0,0.0,5400.0,11.0,False,False,False,False,True,False,True,True,False,False
19.08,5400.0,43.2,19,20,1,0,0,0,0,0,1,3,0,0.0,9720.0,4.0,False,False,False,False,True,False,True,False,False,False
47.475,2160.0,75.6,17,18,3,0,0,0,0,1,7,15,0,0.0,9720.0,13.0,False,False,False,False,True,False,True,False,False,False
20.67,7560.0,43.2,14,13,2,0,0,0,0,1,3,7,0,0.0,11880.0,3.0,False,False,False,False,True,False,True,False,False,True
14.09,2052.0,48.6,14,13,2,0,0,0,0,1,3,7,0,0.0,6912.0,13.0,False,False,False,False,True,False,True,False,False,True
44.52,18360.0,0.0,17,18,3,0,0,0,0,1,7,15,0,0.0,18360.0,4.0,False,False,False,False,True,True,False,False,False,False
20.705,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
25.97,1080.0,52.92,14,13,2,0,0,0,0,1,3,7,0,0.0,6372.0,11.0,False,False,False,False,True,False,True,False,False,True
34.31,12960.0,43.2,14,13,2,0,0,0,0,1,3,7,0,0.0,17280.0,3.0,False,False,False,False,True,False,True,False,False,True
13.42,324.0,34.56,17,18,3,0,0,0,0,1,7,15,0,0.0,3780.0,14.0,False,False,False,False,True,False,True,True,False,False
23.37,6480.0,48.6,14,13,2,0,0,0,0,1,3,7,0,0.0,11340.0,3.0,False,False,False,False,True,False,True,False,False,True
23.37,7560.0,41.04,14,13,2,0,0,0,0,1,3,7,0,0.0,11664.0,3.0,False,False,False,False,True,False,True,False,False,True
20.67,11880.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,11880.0,3.0,False,False,False,False,True,True,False,False,False,True
20.14,12960.0,0.0,17,18,3,0,0,0,0,1,7,15,0,0.0,12960.0,6.0,False,False,False,False,True,True,False,False,False,False
21.715,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
11.46,324.0,34.56,14,13,2,0,0,0,0,1,3,7,0,0.0,3780.0,12.0,False,False,False,False,True,False,True,True,False,False
42.16,21600.0,0.0,19,20,1,0,0,0,0,0,1,3,0,0.0,21600.0,3.0,False,False,False,False,True,True,False,False,False,False
25.01,10800.0,37.8,17,18,3,0,0,0,0,1,7,15,0,0.0,14580.0,6.0,False,False,False,False,True,False,True,False,False,False
19.3984,17280.0,0.0,17,18,3,0,0,0,0,1,7,15,0,0.0,17280.0,6.0,False,False,False,False,True,True,False,False,False,False
21.715,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
47.475,17280.0,0.0,17,18,3,0,0,0,0,1,7,15,0,0.0,17280.0,13.0,False,False,False,False,True,True,False,False,False,False
17.95,5400.0,54.0,19,20,1,0,0,0,0,0,1,3,0,0.0,10800.0,4.0,False,False,False,False,True,False,True,False,False,False
19.3984,5400.0,43.2,17,18,3,0,0,0,0,1,7,15,0,0.0,9720.0,6.0,False,False,False,False,True,False,True,False,False,False
46.14,18036.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,18036.0,11.0,False,False,False,False,True,True,False,False,False,True
19.3984,11880.0,0.0,17,18,3,0,0,0,0,1,7,15,0,0.0,11880.0,6.0,False,False,False,False,True,True,False,False,False,False
17.44,15120.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,15120.0,3.0,False,False,False,False,True,True,False,False,False,True
20.705,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
29.52,1080.0,69.12,14,13,2,0,0,0,0,1,3,7,0,0.0,7992.0,11.0,False,False,False,False,True,False,True,False,False,True
47.7,15984.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,15984.0,11.0,False,False,False,False,True,True,False,False,False,True
38.85,10800.0,64.8,19,20,1,0,0,0,0,0,1,3,0,0.0,17280.0,3.0,False,False,False,False,True,False,True,False,False,False
23.21,10800.0,27.0,19,20,1,0,0,0,0,0,1,3,0,0.0,13500.0,3.0,False,False,False,False,True,False,True,False,False,False
34.36,19980.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,19980.0,3.0,False,False,False,False,True,True,False,False,False,True
23.21,5400.0,60.48,19,20,1,0,0,0,0,0,1,3,0,0.0,11448.0,3.0,False,False,False,False,True,False,True,False,False,False
15.39,1080.0,45.36,19,20,1,0,0,0,0,0,1,3,0,0.0,5616.0,8.0,False,False,False,False,True,False,True,False,False,False
37.43,8640.0,48.6,14,13,2,0,0,0,0,1,3,7,0,0.0,13500.0,3.0,False,False,False,False,True,False,True,False,False,True
37.43,10800.0,43.2,14,13,2,0,0,0,0,1,3,7,0,0.0,15120.0,3.0,False,False,False,False,True,False,True,False,False,True
23.21,15660.0,0.0,19,20,1,0,0,0,0,0,1,3,0,0.0,15660.0,3.0,False,False,False,False,True,True,False,False,False,False
24.05,18360.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,18360.0,3.0,False,False,False,False,True,True,False,False,False,True
20.67,14580.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,14580.0,3.0,False,False,False,False,True,True,False,False,False,True
24.05,17820.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,17820.0,3.0,False,False,False,False,True,True,False,False,False,True
19.29,17280.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,17280.0,3.0,False,False,False,False,True,True,False,False,False,True
19.29,17280.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,17280.0,3.0,False,False,False,False,True,True,False,False,False,True
30.3,18360.0,0.0,17,18,3,0,0,0,0,1,7,15,0,0.0,18360.0,6.0,False,False,False,False,True,True,False,False,False,False
30.3,19440.0,0.0,17,18,3,0,0,0,0,1,7,15,0,0.0,19440.0,6.0,False,False,False,False,True,True,False,False,False,False
36.12,2670.84,22.68,23,21,2,0,0,0,0,0,3,6,0,0.0,4938.84,7.0,False,False,False,False,True,False,True,True,False,False
23.05,2160.0,75.6,17,18,3,0,0,0,0,1,7,15,0,0.0,9720.0,4.0,False,False,False,False,True,False,True,False,False,False
17.54,2160.0,64.8,19,20,1,0,0,0,0,0,1,3,0,0.0,8640.0,4.0,False,False,False,False,True,False,True,False,False,False
19.08,5400.0,54.0,19,20,1,0,0,0,0,0,1,3,0,0.0,10800.0,4.0,False,False,False,False,True,False,True,False,False,False
27.1,17280.0,0.0,17,18,3,0,0,0,0,1,7,15,0,0.0,17280.0,4.0,False,False,False,False,True,True,False,False,False,False
19.3984,7560.0,32.4,17,18,3,0,0,0,0,1,7,15,0,0.0,10800.0,6.0,False,False,False,False,True,False,True,False,False,False
25.97,1080.0,52.92,14,13,2,0,0,0,0,1,3,7,0,0.0,6372.0,11.0,False,False,False,False,True,False,True,False,False,True
27.68,2160.0,81.0,17,18,3,0,0,0,0,1,7,15,0,0.0,10260.0,4.0,False,False,False,False,True,False,True,False,False,False
23.21,5400.0,54.0,19,20,1,0,0,0,0,0,1,3,0,0.0,10800.0,4.0,False,False,False,False,True,False,True,False,False,False
20.65,1130.0,56.5,23,21,2,0,0,0,0,0,3,6,0,0.0,6780.0,11.0,False,False,False,False,True,False,True,True,False,False
29.52,1130.0,73.45,14,13,2,0,0,0,0,1,3,7,0,0.0,8475.0,11.0,False,False,False,False,True,False,True,False,False,True
17.5,1130.0,58.76,14,13,2,0,0,0,0,1,3,7,0,0.0,7006.0,11.0,False,False,False,False,True,False,True,False,False,True
47.475,18080.0,0.0,17,18,3,0,0,0,0,1,7,15,0,0.0,18080.0,13.0,False,False,False,False,True,True,False,False,False,False
21.36,1130.0,84.75,23,21,2,0,0,0,0,0,3,6,0,0.0,9605.0,2.0,False,False,False,False,True,False,True,False,False,False
20.65,8475.0,0.0,23,21,2,0,0,0,0,0,3,6,0,0.0,8475.0,11.0,False,False,False,False,True,True,False,True,False,False
20.64,9040.0,33.9,19,20,1,0,0,0,0,0,1,3,0,0.0,12430.0,3.0,False,False,False,False,True,False,True,False,False,False
22.06,1130.0,67.8,14,13,2,0,0,0,0,1,3,7,0,0.0,7910.0,12.0,False,False,False,False,True,False,True,True,False,False
19.3984,5650.0,50.85,17,18,3,0,0,0,0,1,7,15,0,0.0,10735.0,6.0,False,False,False,False,True,False,True,False,False,False
19.3984,5650.0,45.2,17,18,3,0,0,0,0,1,7,15,0,0.0,10170.0,6.0,False,False,False,False,True,False,True,False,False,False
23.21,12430.0,0.0,19,20,1,0,0,0,0,0,1,3,0,0.0,12430.0,3.0,False,False,False,False,True,True,False,False,False,False
23.28,565.0,53.11,23,21,2,0,0,0,0,0,3,6,0,0.0,5876.0,11.0,False,False,False,False,True,False,True,False,False,False
23.68,9040.0,33.9,19,20,1,0,0,0,0,0,1,3,0,0.0,12430.0,3.0,False,False,False,False,True,False,True,False,False,False
23.21,5650.0,56.5,19,20,1,0,0,0,0,0,1,3,0,0.0,11300.0,4.0,False,False,False,False,True,False,True,False,False,False
15.6,1130.0,55.37,19,20,1,0,0,0,0,0,1,3,0,0.0,6667.0,8.0,False,False,False,False,True,False,True,False,False,False
13.6,3390.0,39.55,14,13,2,0,0,0,0,1,3,7,0,0.0,7345.0,13.0,False,False,False,False,True,False,True,False,False,True
25.97,6780.0,42.94,14,13,2,0,0,0,0,1,3,7,0,0.0,11074.0,11.0,False,False,False,False,True,False,True,False,False,True
50.89,19888.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,19888.0,11.0,False,False,False,False,True,True,False,False,False,True
50.89,19888.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,19888.0,11.0,False,False,False,False,True,True,False,False,False,True
16.03,3390.0,45.2,14,13,2,0,0,0,0,1,3,7,0,0.0,7910.0,13.0,False,False,False,False,True,False,True,False,False,True
16.03,2147.0,27.12,14,13,2,0,0,0,0,1,3,7,0,0.0,4859.0,13.0,False,False,False,False,True,False,True,False,False,True
14.73,339.0,45.2,14,13,2,0,0,0,0,1,3,7,0,0.0,4859.0,14.0,False,False,False,False,True,False,True,False,False,True
47.7,19888.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,19888.0,11.0,False,False,False,False,True,True,False,False,False,True
15.6,1130.0,51.98,19,20,1,0,0,0,0,0,1,3,0,0.0,6328.0,8.0,False,False,False,False,True,False,True,False,False,False
16.03,7910.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,7910.0,13.0,False,False,False,False,True,True,False,False,False,True
13.6,2147.0,50.85,14,13,2,0,0,0,0,1,3,7,0,0.0,7232.0,13.0,False,False,False,False,True,False,True,False,False,True
47.7,18645.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,18645.0,11.0,False,False,False,False,True,True,False,False,False,True
15.6,1130.0,53.11,19,20,1,0,0,0,0,0,1,3,0,0.0,6441.0,8.0,False,False,False,False,True,False,True,False,False,False
23.28,565.0,53.11,23,21,2,0,0,0,0,0,3,6,0,0.0,5876.0,11.0,False,False,False,False,True,False,True,False,False,False
20.65,565.0,50.85,23,21,2,0,0,0,0,0,3,6,0,0.0,5650.0,11.0,False,False,False,False,True,False,True,True,False,False
15.39,1130.0,42.94,19,20,1,0,0,0,0,0,1,3,0,0.0,5424.0,8.0,False,False,False,False,True,False,True,False,False,False
23.52,1130.0,62.15,23,21,2,0,0,0,0,0,3,6,0,0.0,7345.0,11.0,False,False,False,False,True,False,True,True,False,False
13.6,2147.0,50.85,14,13,2,0,0,0,0,1,3,7,0,0.0,7232.0,13.0,False,False,False,False,True,False,True,False,False,True
47.08,6602.59,18.08,19,20,1,0,0,0,0,0,1,3,0,0.0,8410.59,6.0,False,False,False,False,True,False,True,False,False,False
18.9459,11300.0,0.0,17,18,3,0,0,0,0,1,7,15,0,0.0,11300.0,6.0,False,False,False,False,True,True,False,False,False,False
20.705,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
20.705,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
13.2,324.0,34.56,17,18,3,0,0,0,0,1,7,15,0,0.0,3780.0,14.0,False,False,False,False,True,False,True,True,False,False
22.06,1080.0,64.8,14,13,2,0,0,0,0,1,3,7,0,0.0,7560.0,12.0,False,False,False,False,True,False,True,True,False,False
22.86,5400.0,48.6,17,18,3,0,0,0,0,1,7,15,0,0.0,10260.0,4.0,False,False,False,False,True,False,True,False,False,False
22.86,5400.0,48.6,17,18,3,0,0,0,0,1,7,15,0,0.0,10260.0,4.0,False,False,False,False,True,False,True,False,False,False
12.96,540.0,33.48,14,13,2,0,0,0,0,1,3,7,0,0.0,3887.9999999999995,12.0,False,False,False,False,True,False,True,True,False,False
21.715,540.0,63.72,14,13,2,0,0,0,0,1,3,7,0,0.0,6912.0,12.0,False,False,False,False,True,False,True,True,False,False
21.715,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
21.21,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
17.54,4320.0,59.4,19,20,1,0,0,0,0,0,1,3,0,0.0,10260.0,4.0,False,False,False,False,True,False,True,False,False,False
14.61,2052.0,48.6,14,13,2,0,0,0,0,1,3,7,0,0.0,6912.0,13.0,False,False,False,False,True,False,True,False,False,True
19.08,2160.0,70.2,19,20,1,0,0,0,0,0,1,3,0,0.0,9180.0,4.0,False,False,False,False,True,False,True,False,False,False
21.21,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
21.21,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
21.715,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
12.96,540.0,33.48,14,13,2,0,0,0,0,1,3,7,0,0.0,3887.9999999999995,12.0,False,False,False,False,True,False,True,True,False,False
20.705,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
15.6,1080.0,47.52,19,20,1,0,0,0,0,0,1,3,0,0.0,5832.0,8.0,False,False,False,False,True,False,True,False,False,False
21.715,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
17.5,1080.0,56.16,14,13,2,0,0,0,0,1,3,7,0,0.0,6696.0,11.0,False,False,False,False,True,False,True,False,False,True
11.46,540.0,37.8,14,13,2,0,0,0,0,1,3,7,0,0.0,4320.0,12.0,False,False,False,False,True,False,True,True,False,False
17.54,2160.0,64.8,19,20,1,0,0,0,0,0,1,3,0,0.0,8640.0,4.0,False,False,False,False,True,False,True,False,False,False
21.21,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
21.43,540.0,38.88,14,13,2,0,0,0,0,1,3,7,0,0.0,4428.0,11.0,False,False,False,False,True,False,True,False,False,True
17.5,1080.0,56.16,14,13,2,0,0,0,0,1,3,7,0,0.0,6696.0,11.0,False,False,False,False,True,False,True,False,False,True
21.715,1080.0,60.48,14,13,2,0,0,0,0,1,3,7,0,0.0,7128.0,12.0,False,False,False,False,True,False,True,True,False,False
42.25,12960.0,0.0,17,18,3,0,0,0,0,1,7,15,0,0.0,12960.0,12.0,False,False,False,False,True,True,False,False,False,False
18.8,5400.0,37.8,17,18,3,0,0,0,0,1,7,15,0,0.0,9180.0,6.0,False,False,False,False,True,False,True,False,False,False
36.56,4654.8,14.04,23,21,2,0,0,0,0,0,3,6,0,0.0,6058.8,7.0,False,False,False,False,True,False,True,True,False,False
17.0,540.0,46.44,23,21,2,0,0,0,0,0,3,6,0,0.0,5184.0,11.0,False,False,False,False,True,False,True,True,False,False
20.65,9072.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,9072.0,11.0,False,False,False,False,True,True,False,False,False,True
20.67,5400.0,48.6,14,13,2,0,0,0,0,1,3,7,0,0.0,10260.0,3.0,False,False,False,False,True,False,True,False,False,True
23.19,540.0,43.2,23,21,2,0,0,0,0,0,3,6,0,0.0,4860.0,11.0,False,False,False,False,True,False,True,False,False,False
88.95,10800.0,129.6,17,18,3,0,0,0,0,1,7,15,0,0.0,23760.0,4.0,False,False,False,False,True,False,True,False,False,False
88.95,10800.0,129.6,17,18,3,0,0,0,0,1,7,15,0,0.0,23760.0,4.0,False,False,False,False,True,False,True,False,False,False
21.21,1150.0,64.4,14,13,2,0,0,0,0,1,3,7,0,0.0,7590.000000000001,12.0,False,False,False,False,True,False,True,True,False,False
27.1,13800.0,0.0,17,18,3,0,0,0,0,1,7,15,0,0.0,13800.0,4.0,False,False,False,False,True,True,False,False,False,False
27.1,9200.0,23.0,17,18,3,0,0,0,0,1,7,15,0,0.0,11500.0,4.0,False,False,False,False,True,False,True,False,False,False
47.475,18400.0,0.0,17,18,3,0,0,0,0,1,7,15,0,0.0,18400.0,13.0,False,False,False,False,True,True,False,False,False,False
24.05,19550.0,0.0,14,13,2,0,0,0,0,1,3,7,0,0.0,19550.0,3.0,False,False,False,False,True,True,False,False,False,True
29.52,1150.0,78.2,14,13,2,0,0,0,0,1,3,7,0,0.0,8970.0,11.0,False,False,False,False,True,False,True,False,False,True
15.6,1150.0,57.5,19,20,1,0,0,0,0,0,1,3,0,0.0,6900.0,8.0,False,False,False,False,True,False,True,False,False,False
15.6,1150.0,55.2,19,20,1,0,0,0,0,0,1,3,0,0.0,6670.0,8.0,False,False,False,False,True,False,True,False,False,False
21.715,1150.0,64.4,14,13,2,0,0,0,0,1,3,7,0,0.0,7590.000000000001,12.0,False,False,False,False,True,False,True,True,False,False
14.09,2185.0,51.75,14,13,2,0,0,0,0,1,3,7,0,0.0,7360.0,13.0,False,False,False,False,True,False,True,False,False,True
