,Area_m2,School_Walk_Min,Subway_Count,School_Count_Near,Mart_Count,Price_Hwansan,House_Age,Life_Infra_Score,Pharm_Parking_Sum,House_Type_Multi_Family,House_Type_Multi_Unit,House_Type_Row_House,House_Type_Single_House,House_Type_Villa,Rent_Type_Jeonse,Orientation_East,Orientation_South,Orientation_West
279,22.44,17,0,1,0,16640.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
280,22.86,17,0,1,0,13520.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
281,22.86,17,0,1,0,14040.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
282,19.3984,17,0,1,0,14560.0,6.0,25,0.0,False,False,False,False,True,True,False,False,False
283,20.14,17,0,1,0,14040.0,6.0,25,0.0,False,False,False,False,True,True,False,False,False
284,22.86,17,0,1,0,12480.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
285,22.86,17,0,1,0,14560.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
286,56.1,17,0,1,0,17680.0,12.0,25,0.0,False,False,False,False,True,True,False,False,False
287,22.86,17,0,1,0,16640.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
288,22.86,17,0,1,0,14040.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
289,22.86,17,0,1,0,13520.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
290,22.86,17,0,1,0,14560.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
291,22.44,17,0,1,0,10400.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
292,22.86,17,0,1,0,9360.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
293,52.31,19,0,0,0,13212.16,6.0,5,0.0,False,False,False,False,True,False,False,False,False
294,22.86,17,0,1,0,13000.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
295,27.1,17,0,1,0,16640.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
296,27.1,17,0,1,0,16640.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
297,22.86,17,0,1,0,14560.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
298,13.38,14,0,1,0,3432.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
299,28.33,17,0,1,0,19760.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
300,23.05,17,0,1,0,9360.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
301,44.52,17,0,1,0,21840.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
302,28.33,17,0,1,0,19760.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
303,19.3984,17,0,1,0,14040.0,6.0,25,0.0,False,False,False,False,True,False,False,False,False
304,44.52,17,0,1,0,21840.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
305,22.86,17,0,1,0,16640.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
306,44.52,17,0,1,0,20800.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
307,22.86,17,0,1,0,15600.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
308,22.44,17,0,1,0,14560.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
309,22.44,17,0,1,0,16640.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
310,22.44,17,0,1,0,16640.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
311,22.44,17,0,1,0,14560.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
312,22.44,17,0,1,0,16640.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
313,19.3984,17,0,1,0,13104.0,6.0,25,0.0,False,False,False,False,True,True,False,False,False
314,12.96,14,0,1,0,3432.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
315,27.68,17,0,1,0,8840.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
316,16.45,14,0,2,1,8008.000000000001,4.0,33,2.0,False,False,False,False,True,False,False,False,False
317,37.8,17,0,1,0,12480.0,12.0,25,0.0,False,False,False,False,True,True,False,False,False
318,16.39,14,0,2,1,8112.0,4.0,33,2.0,False,False,False,False,True,False,False,False,False
319,19.59,27,0,0,0,10400.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
320,54.8,27,0,0,0,21840.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
321,21.99,27,0,0,0,10920.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
322,18.66,27,0,0,0,12480.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
323,26.94,50,0,0,1,4992.0,8.0,26,0.0,False,False,False,False,True,False,True,False,False
324,40.75,27,0,0,0,18304.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
325,26.79,50,0,0,1,4680.0,13.0,26,0.0,False,False,False,False,True,False,True,False,False
326,19.11,27,0,0,0,5408.0,10.0,43,5.0,False,False,False,False,True,False,True,False,False
327,49.1,50,0,0,1,6240.0,13.0,26,0.0,False,False,False,False,True,False,True,False,False
328,35.67,27,0,0,0,18564.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
329,19.11,27,0,0,0,5408.0,10.0,43,5.0,False,False,False,False,True,False,True,False,False
330,19.59,27,0,0,0,10920.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
331,19.59,27,0,0,0,10400.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
332,19.59,27,0,0,0,10400.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
333,19.59,27,0,0,0,10920.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
334,19.59,27,0,0,0,10400.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
335,19.59,27,0,0,0,10400.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
336,54.8,27,0,0,0,13832.0,9.0,43,5.0,False,False,False,False,True,False,True,False,False
337,49.25,50,0,0,1,7280.0,13.0,26,0.0,False,False,False,False,True,False,True,False,False
338,46.68,50,0,0,1,6240.0,13.0,26,0.0,False,False,False,False,True,False,True,False,False
339,21.99,27,0,0,0,9360.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
340,21.99,27,0,0,0,10920.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
341,35.67,27,0,0,0,18564.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
342,21.99,27,0,0,0,10920.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
343,40.943,27,0,0,0,2828.8,8.0,43,5.0,False,False,False,False,True,False,True,False,False
344,24.88,27,0,0,0,13104.0,9.0,43,5.0,False,False,False,False,True,False,True,False,False
345,24.88,27,0,0,0,13104.0,9.0,43,5.0,False,False,False,False,True,False,True,False,False
346,21.67,27,0,0,0,11440.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
347,21.99,27,0,0,0,11466.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
348,21.07,27,0,0,0,10810.8,10.0,43,5.0,False,False,False,False,True,True,True,False,False
349,24.88,27,0,0,0,13416.0,9.0,43,5.0,False,False,False,False,True,False,True,False,False
350,14.14,27,0,0,0,6215.0,9.0,43,5.0,False,False,False,False,True,False,True,False,False
351,14.14,27,0,0,0,6215.0,9.0,43,5.0,False,False,False,False,True,False,True,False,False
352,21.07,27,0,0,0,11746.35,10.0,43,5.0,False,False,False,False,True,True,True,False,False
353,19.44,50,0,0,1,5085.0,8.0,26,0.0,False,False,False,False,True,False,True,False,False
354,19.44,50,0,0,1,5085.0,8.0,26,0.0,False,False,False,False,True,False,True,False,False
355,18.0,27,0,0,0,7345.0,9.0,43,5.0,False,False,False,False,True,False,True,False,False
356,18.66,27,0,0,0,13608.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
357,24.98,27,0,0,0,17280.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
358,37.93,27,0,0,0,11124.0,5.0,43,5.0,False,False,False,False,True,False,True,False,False
359,30.69,27,0,0,0,19980.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
360,41.71,27,0,0,0,18360.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
361,24.98,27,0,0,0,14688.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
362,23.45,27,0,0,0,14904.0,9.0,43,5.0,False,False,False,False,True,False,True,False,False
363,44.0,27,0,0,0,21060.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
364,34.19,27,0,0,0,20412.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
365,30.69,27,0,0,0,19872.0,9.0,43,5.0,False,False,False,False,True,False,True,False,False
366,18.66,27,0,0,0,12960.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
367,25.02,27,0,0,0,14580.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
368,44.98,50,0,0,1,7344.0,13.0,26,0.0,False,False,False,False,True,False,True,False,False
369,30.69,27,0,0,0,14580.0,9.0,43,5.0,False,False,False,False,True,False,True,False,False
370,23.45,27,0,0,0,15660.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
371,21.99,27,0,0,0,10800.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
372,43.8,27,0,0,0,21600.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
373,24.88,27,0,0,0,11340.0,9.0,43,5.0,False,False,False,False,True,False,True,False,False
374,24.43,27,0,0,0,18900.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
375,56.199,27,0,0,0,5940.0,8.0,43,5.0,False,False,False,False,True,False,True,False,False
376,24.88,27,0,0,0,14040.0,9.0,43,5.0,False,False,False,False,True,False,True,False,False
377,21.94,50,0,0,1,4536.0,13.0,26,0.0,False,False,False,False,True,False,True,False,False
378,21.35,27,0,0,0,5616.0,10.0,43,5.0,False,False,False,False,True,False,True,False,False
379,19.11,27,0,0,0,9720.0,10.0,43,5.0,False,False,False,False,True,False,True,False,False
380,49.1,50,0,0,1,6588.0,13.0,26,0.0,False,False,False,False,True,False,True,False,False
381,23.01,27,0,0,0,12960.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
382,23.27,27,0,0,0,11880.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
383,40.75,27,0,0,0,19224.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
384,23.99,27,0,0,0,14040.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
385,19.11,27,0,0,0,10767.6,10.0,43,5.0,False,False,False,False,True,True,True,False,False
386,21.35,27,0,0,0,10773.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
387,23.01,27,0,0,0,11340.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
388,21.99,27,0,0,0,11340.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
389,24.69,27,0,0,0,18900.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
390,56.348,27,0,0,0,11038.68,8.0,43,5.0,False,False,False,False,True,False,True,False,False
391,18.0,27,0,0,0,13500.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
392,21.99,27,0,0,0,11340.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
393,21.99,27,0,0,0,11340.0,10.0,43,5.0,False,False,False,False,True,True,True,False,False
394,22.24,27,0,0,0,16200.0,9.0,43,5.0,False,False,False,False,True,True,True,False,False
395,20.65,23,0,0,0,6780.0,11.0,11,0.0,False,False,False,False,True,False,True,False,False
396,29.52,14,0,1,0,8475.0,11.0,12,0.0,False,False,False,False,True,False,False,False,True
397,17.5,14,0,1,0,7006.0,11.0,12,0.0,False,False,False,False,True,False,False,False,True
398,47.475,17,0,1,0,18080.0,13.0,25,0.0,False,False,False,False,True,True,False,False,False
399,21.36,23,0,0,0,9605.0,2.0,11,0.0,False,False,False,False,True,False,False,False,False
400,20.65,23,0,0,0,8475.0,11.0,11,0.0,False,False,False,False,True,True,True,False,False
401,20.64,19,0,0,0,12430.0,3.0,5,0.0,False,False,False,False,True,False,False,False,False
402,22.06,14,0,1,0,7910.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
403,19.3984,17,0,1,0,10735.0,6.0,25,0.0,False,False,False,False,True,False,False,False,False
404,19.3984,17,0,1,0,10170.0,6.0,25,0.0,False,False,False,False,True,False,False,False,False
405,23.21,19,0,0,0,12430.0,3.0,5,0.0,False,False,False,False,True,True,False,False,False
406,23.28,23,0,0,0,5876.0,11.0,11,0.0,False,False,False,False,True,False,False,False,False
407,23.68,19,0,0,0,12430.0,3.0,5,0.0,False,False,False,False,True,False,False,False,False
408,23.21,19,0,0,0,11300.0,4.0,5,0.0,False,False,False,False,True,False,False,False,False
409,15.6,19,0,0,0,6667.0,8.0,5,0.0,False,False,False,False,True,False,False,False,False
410,13.6,14,0,1,0,7345.0,13.0,12,0.0,False,False,False,False,True,False,False,False,True
411,25.97,14,0,1,0,11074.0,11.0,12,0.0,False,False,False,False,True,False,False,False,True
412,50.89,14,0,1,0,19888.0,11.0,12,0.0,False,False,False,False,True,True,False,False,True
413,50.89,14,0,1,0,19888.0,11.0,12,0.0,False,False,False,False,True,True,False,False,True
414,16.03,14,0,1,0,7910.0,13.0,12,0.0,False,False,False,False,True,False,False,False,True
415,16.03,14,0,1,0,4859.0,13.0,12,0.0,False,False,False,False,True,False,False,False,True
416,14.73,14,0,1,0,4859.0,14.0,12,0.0,False,False,False,False,True,False,False,False,True
417,47.7,14,0,1,0,19888.0,11.0,12,0.0,False,False,False,False,True,True,False,False,True
418,15.6,19,0,0,0,6328.0,8.0,5,0.0,False,False,False,False,True,False,False,False,False
419,16.03,14,0,1,0,7910.0,13.0,12,0.0,False,False,False,False,True,True,False,False,True
420,13.6,14,0,1,0,7232.0,13.0,12,0.0,False,False,False,False,True,False,False,False,True
421,47.7,14,0,1,0,18645.0,11.0,12,0.0,False,False,False,False,True,True,False,False,True
422,15.6,19,0,0,0,6441.0,8.0,5,0.0,False,False,False,False,True,False,False,False,False
423,23.28,23,0,0,0,5876.0,11.0,11,0.0,False,False,False,False,True,False,False,False,False
424,20.65,23,0,0,0,5650.0,11.0,11,0.0,False,False,False,False,True,False,True,False,False
425,15.39,19,0,0,0,5424.0,8.0,5,0.0,False,False,False,False,True,False,False,False,False
426,23.52,23,0,0,0,7345.0,11.0,11,0.0,False,False,False,False,True,False,True,False,False
427,13.6,14,0,1,0,7232.0,13.0,12,0.0,False,False,False,False,True,False,False,False,True
428,47.08,19,0,0,0,8410.59,6.0,5,0.0,False,False,False,False,True,False,False,False,False
429,18.9459,17,0,1,0,11300.0,6.0,25,0.0,False,False,False,False,True,True,False,False,False
430,20.705,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
431,20.705,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
432,13.2,17,0,1,0,3780.0,14.0,25,0.0,False,False,False,False,True,False,True,False,False
433,22.06,14,0,1,0,7560.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
434,22.86,17,0,1,0,10260.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
435,22.86,17,0,1,0,10260.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
436,12.96,14,0,1,0,3887.9999999999995,12.0,12,0.0,False,False,False,False,True,False,True,False,False
437,21.715,14,0,1,0,6912.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
438,21.715,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
439,21.21,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
440,17.54,19,0,0,0,10260.0,4.0,5,0.0,False,False,False,False,True,False,False,False,False
441,14.61,14,0,1,0,6912.0,13.0,12,0.0,False,False,False,False,True,False,False,False,True
442,19.08,19,0,0,0,9180.0,4.0,5,0.0,False,False,False,False,True,False,False,False,False
443,21.21,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
444,21.21,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
445,21.715,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
446,12.96,14,0,1,0,3887.9999999999995,12.0,12,0.0,False,False,False,False,True,False,True,False,False
447,20.705,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
448,15.6,19,0,0,0,5832.0,8.0,5,0.0,False,False,False,False,True,False,False,False,False
449,21.715,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
450,17.5,14,0,1,0,6696.0,11.0,12,0.0,False,False,False,False,True,False,False,False,True
451,11.46,14,0,1,0,4320.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
452,17.54,19,0,0,0,8640.0,4.0,5,0.0,False,False,False,False,True,False,False,False,False
453,21.21,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
454,21.43,14,0,1,0,4428.0,11.0,12,0.0,False,False,False,False,True,False,False,False,True
455,17.5,14,0,1,0,6696.0,11.0,12,0.0,False,False,False,False,True,False,False,False,True
456,21.715,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
457,42.25,17,0,1,0,12960.0,12.0,25,0.0,False,False,False,False,True,True,False,False,False
458,18.8,17,0,1,0,9180.0,6.0,25,0.0,False,False,False,False,True,False,False,False,False
459,36.56,23,0,0,0,6058.8,7.0,11,0.0,False,False,False,False,True,False,True,False,False
460,17.0,23,0,0,0,5184.0,11.0,11,0.0,False,False,False,False,True,False,True,False,False
461,20.65,14,0,1,0,9072.0,11.0,12,0.0,False,False,False,False,True,True,False,False,True
462,20.67,14,0,1,0,10260.0,3.0,12,0.0,False,False,False,False,True,False,False,False,True
463,23.19,23,0,0,0,4860.0,11.0,11,0.0,False,False,False,False,True,False,False,False,False
464,88.95,17,0,1,0,23760.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
465,88.95,17,0,1,0,23760.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
466,22.44,17,0,1,0,12960.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
467,20.67,14,0,1,0,10260.0,3.0,12,0.0,False,False,False,False,True,False,False,False,True
468,47.08,19,0,0,0,6791.04,6.0,5,0.0,False,False,False,False,True,False,False,False,False
469,19.32,23,0,0,0,5400.0,11.0,11,0.0,False,False,False,False,True,False,True,False,False
470,19.08,19,0,0,0,9720.0,4.0,5,0.0,False,False,False,False,True,False,False,False,False
471,47.475,17,0,1,0,9720.0,13.0,25,0.0,False,False,False,False,True,False,False,False,False
472,20.67,14,0,1,0,11880.0,3.0,12,0.0,False,False,False,False,True,False,False,False,True
473,14.09,14,0,1,0,6912.0,13.0,12,0.0,False,False,False,False,True,False,False,False,True
474,44.52,17,0,1,0,18360.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
475,20.705,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
476,25.97,14,0,1,0,6372.0,11.0,12,0.0,False,False,False,False,True,False,False,False,True
477,34.31,14,0,1,0,17280.0,3.0,12,0.0,False,False,False,False,True,False,False,False,True
478,13.42,17,0,1,0,3780.0,14.0,25,0.0,False,False,False,False,True,False,True,False,False
479,23.37,14,0,1,0,11340.0,3.0,12,0.0,False,False,False,False,True,False,False,False,True
480,23.37,14,0,1,0,11664.0,3.0,12,0.0,False,False,False,False,True,False,False,False,True
481,20.67,14,0,1,0,11880.0,3.0,12,0.0,False,False,False,False,True,True,False,False,True
482,20.14,17,0,1,0,12960.0,6.0,25,0.0,False,False,False,False,True,True,False,False,False
483,21.715,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
484,11.46,14,0,1,0,3780.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
485,42.16,19,0,0,0,21600.0,3.0,5,0.0,False,False,False,False,True,True,False,False,False
486,25.01,17,0,1,0,14580.0,6.0,25,0.0,False,False,False,False,True,False,False,False,False
487,19.3984,17,0,1,0,17280.0,6.0,25,0.0,False,False,False,False,True,True,False,False,False
488,21.715,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
489,47.475,17,0,1,0,17280.0,13.0,25,0.0,False,False,False,False,True,True,False,False,False
490,17.95,19,0,0,0,10800.0,4.0,5,0.0,False,False,False,False,True,False,False,False,False
491,19.3984,17,0,1,0,9720.0,6.0,25,0.0,False,False,False,False,True,False,False,False,False
492,46.14,14,0,1,0,18036.0,11.0,12,0.0,False,False,False,False,True,True,False,False,True
493,19.3984,17,0,1,0,11880.0,6.0,25,0.0,False,False,False,False,True,True,False,False,False
494,17.44,14,0,1,0,15120.0,3.0,12,0.0,False,False,False,False,True,True,False,False,True
495,20.705,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
496,29.52,14,0,1,0,7992.0,11.0,12,0.0,False,False,False,False,True,False,False,False,True
497,47.7,14,0,1,0,15984.0,11.0,12,0.0,False,False,False,False,True,True,False,False,True
498,38.85,19,0,0,0,17280.0,3.0,5,0.0,False,False,False,False,True,False,False,False,False
499,23.21,19,0,0,0,13500.0,3.0,5,0.0,False,False,False,False,True,False,False,False,False
500,34.36,14,0,1,0,19980.0,3.0,12,0.0,False,False,False,False,True,True,False,False,True
501,23.21,19,0,0,0,11448.0,3.0,5,0.0,False,False,False,False,True,False,False,False,False
502,15.39,19,0,0,0,5616.0,8.0,5,0.0,False,False,False,False,True,False,False,False,False
503,37.43,14,0,1,0,13500.0,3.0,12,0.0,False,False,False,False,True,False,False,False,True
504,37.43,14,0,1,0,15120.0,3.0,12,0.0,False,False,False,False,True,False,False,False,True
505,23.21,19,0,0,0,15660.0,3.0,5,0.0,False,False,False,False,True,True,False,False,False
506,24.05,14,0,1,0,18360.0,3.0,12,0.0,False,False,False,False,True,True,False,False,True
507,20.67,14,0,1,0,14580.0,3.0,12,0.0,False,False,False,False,True,True,False,False,True
508,24.05,14,0,1,0,17820.0,3.0,12,0.0,False,False,False,False,True,True,False,False,True
509,19.29,14,0,1,0,17280.0,3.0,12,0.0,False,False,False,False,True,True,False,False,True
510,19.29,14,0,1,0,17280.0,3.0,12,0.0,False,False,False,False,True,True,False,False,True
511,30.3,17,0,1,0,18360.0,6.0,25,0.0,False,False,False,False,True,True,False,False,False
512,30.3,17,0,1,0,19440.0,6.0,25,0.0,False,False,False,False,True,True,False,False,False
513,36.12,23,0,0,0,4938.84,7.0,11,0.0,False,False,False,False,True,False,True,False,False
514,23.05,17,0,1,0,9720.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
515,17.54,19,0,0,0,8640.0,4.0,5,0.0,False,False,False,False,True,False,False,False,False
516,19.08,19,0,0,0,10800.0,4.0,5,0.0,False,False,False,False,True,False,False,False,False
517,27.1,17,0,1,0,17280.0,4.0,25,0.0,False,False,False,False,True,True,False,False,False
518,19.3984,17,0,1,0,10800.0,6.0,25,0.0,False,False,False,False,True,False,False,False,False
519,25.97,14,0,1,0,6372.0,11.0,12,0.0,False,False,False,False,True,False,False,False,True
520,27.68,17,0,1,0,10260.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
521,23.21,19,0,0,0,10800.0,4.0,5,0.0,False,False,False,False,True,False,False,False,False
522,20.65,23,0,0,0,6780.0,11.0,11,0.0,False,False,False,False,True,False,True,False,False
523,29.52,14,0,1,0,8475.0,11.0,12,0.0,False,False,False,False,True,False,False,False,True
524,17.5,14,0,1,0,7006.0,11.0,12,0.0,False,False,False,False,True,False,False,False,True
525,47.475,17,0,1,0,18080.0,13.0,25,0.0,False,False,False,False,True,True,False,False,False
526,21.36,23,0,0,0,9605.0,2.0,11,0.0,False,False,False,False,True,False,False,False,False
527,20.65,23,0,0,0,8475.0,11.0,11,0.0,False,False,False,False,True,True,True,False,False
528,20.64,19,0,0,0,12430.0,3.0,5,0.0,False,False,False,False,True,False,False,False,False
529,22.06,14,0,1,0,7910.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
530,19.3984,17,0,1,0,10735.0,6.0,25,0.0,False,False,False,False,True,False,False,False,False
531,19.3984,17,0,1,0,10170.0,6.0,25,0.0,False,False,False,False,True,False,False,False,False
532,23.21,19,0,0,0,12430.0,3.0,5,0.0,False,False,False,False,True,True,False,False,False
533,23.28,23,0,0,0,5876.0,11.0,11,0.0,False,False,False,False,True,False,False,False,False
534,23.68,19,0,0,0,12430.0,3.0,5,0.0,False,False,False,False,True,False,False,False,False
535,23.21,19,0,0,0,11300.0,4.0,5,0.0,False,False,False,False,True,False,False,False,False
536,15.6,19,0,0,0,6667.0,8.0,5,0.0,False,False,False,False,True,False,False,False,False
537,13.6,14,0,1,0,7345.0,13.0,12,0.0,False,False,False,False,True,False,False,False,True
538,25.97,14,0,1,0,11074.0,11.0,12,0.0,False,False,False,False,True,False,False,False,True
539,50.89,14,0,1,0,19888.0,11.0,12,0.0,False,False,False,False,True,True,False,False,True
540,50.89,14,0,1,0,19888.0,11.0,12,0.0,False,False,False,False,True,True,False,False,True
541,16.03,14,0,1,0,7910.0,13.0,12,0.0,False,False,False,False,True,False,False,False,True
542,16.03,14,0,1,0,4859.0,13.0,12,0.0,False,False,False,False,True,False,False,False,True
543,14.73,14,0,1,0,4859.0,14.0,12,0.0,False,False,False,False,True,False,False,False,True
544,47.7,14,0,1,0,19888.0,11.0,12,0.0,False,False,False,False,True,True,False,False,True
545,15.6,19,0,0,0,6328.0,8.0,5,0.0,False,False,False,False,True,False,False,False,False
546,16.03,14,0,1,0,7910.0,13.0,12,0.0,False,False,False,False,True,True,False,False,True
547,13.6,14,0,1,0,7232.0,13.0,12,0.0,False,False,False,False,True,False,False,False,True
548,47.7,14,0,1,0,18645.0,11.0,12,0.0,False,False,False,False,True,True,False,False,True
549,15.6,19,0,0,0,6441.0,8.0,5,0.0,False,False,False,False,True,False,False,False,False
550,23.28,23,0,0,0,5876.0,11.0,11,0.0,False,False,False,False,True,False,False,False,False
551,20.65,23,0,0,0,5650.0,11.0,11,0.0,False,False,False,False,True,False,True,False,False
552,15.39,19,0,0,0,5424.0,8.0,5,0.0,False,False,False,False,True,False,False,False,False
553,23.52,23,0,0,0,7345.0,11.0,11,0.0,False,False,False,False,True,False,True,False,False
554,13.6,14,0,1,0,7232.0,13.0,12,0.0,False,False,False,False,True,False,False,False,True
555,47.08,19,0,0,0,8410.59,6.0,5,0.0,False,False,False,False,True,False,False,False,False
556,18.9459,17,0,1,0,11300.0,6.0,25,0.0,False,False,False,False,True,True,False,False,False
557,20.705,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
558,20.705,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
559,13.2,17,0,1,0,3780.0,14.0,25,0.0,False,False,False,False,True,False,True,False,False
560,22.06,14,0,1,0,7560.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
561,22.86,17,0,1,0,10260.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
562,22.86,17,0,1,0,10260.0,4.0,25,0.0,False,False,False,False,True,False,False,False,False
563,12.96,14,0,1,0,3887.9999999999995,12.0,12,0.0,False,False,False,False,True,False,True,False,False
564,21.715,14,0,1,0,6912.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
565,21.715,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
566,21.21,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
567,17.54,19,0,0,0,10260.0,4.0,5,0.0,False,False,False,False,True,False,False,False,False
568,14.61,14,0,1,0,6912.0,13.0,12,0.0,False,False,False,False,True,False,False,False,True
569,19.08,19,0,0,0,9180.0,4.0,5,0.0,False,False,False,False,True,False,False,False,False
570,21.21,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
571,21.21,14,0,1,0,7128.0,12.0,12,0.0,False,False,False,False,True,False,True,False,False
